group;week;Low normal range;High normal range;Baseline;Substantial increase;Observed count
45to64;2019-41;8145.04;8577.27;8360.22;8796.16;8439
45to64;2019-42;8171.16;8605.13;8387.21;8824.9;8312
45to64;2019-43;8197.08;8633.65;8414.42;8854.75;8337
45to64;2019-44;8222.4;8662.44;8441.46;8885.31;8405
45to64;2019-45;8246.72;8691.06;8467.92;8916.13;8752
45to64;2019-46;8269.71;8719.08;8493.41;8946.72;8573
45to64;2019-47;8291.05;8746.02;8517.52;8976.52;8487
45to64;2019-48;8310.43;8771.38;8539.87;9004.95;8614
45to64;2019-49;8327.59;8794.73;8560.1;9031.46;8938
45to64;2019-50;8342.35;8815.56;8577.87;9055.41;8795
45to64;2019-51;8354.45;8833.51;8592.87;9076.35;9047
45to64;2019-52;8363.8;8848.13;8604.83;9093.68;8682
45to64;2020-01;8370.25;8859.13;8613.53;9107.01;9036
45to64;2020-02;8373.74;8866.23;8618.81;9115.97;9115
45to64;2020-03;8374.19;8869.24;8620.53;9120.29;9077
45to64;2020-04;8371.62;8868.06;8618.65;9119.84;8809
45to64;2020-05;8366.05;8862.66;8613.16;9114.52;9066
45to64;2020-06;8357.53;8853.09;8604.12;9104.42;8897
45to64;2020-07;8346.18;8839.52;8591.67;9089.7;8811
45to64;2020-08;8332.12;8822.15;8575.97;9070.64;8675
45to64;2020-09;8315.53;8801.3;8557.27;9047.62;8741
45to64;2020-10;8296.6;8777.35;8535.84;9021.09;8783
45to64;2020-11;8275.56;8750.72;8512.03;8991.59;8989
45to64;2020-12;8252.66;8721.89;8486.19;8959.72;9519
45to64;2020-13;8228.19;8691.38;8458.73;8926.12;10311
45to64;2020-14;8202.45;8659.72;8430.05;8891.44;11026
45to64;2020-15;8175.75;8627.45;8400.59;8856.32;10679
45to64;2020-16;8148.43;8595.11;8370.78;8821.42;9787
45to64;2020-17;8120.86;8563.22;8341.06;8787.31;9295
45to64;2020-18;8093.4;8532.23;8311.85;8754.53;8696
45to64;2020-19;8066.42;8502.61;8283.56;8723.56;8718
45to64;2020-20;8040.31;8474.73;8256.57;8694.79;8469
45to64;2020-21;8015.45;8448.94;8231.24;8668.52;8547
45to64;2020-22;7992.21;8425.52;8207.91;8645.01;8466
45to64;2020-23;7970.95;8404.7;8186.87;8624.42;8247
45to64;2020-24;7951.99;8386.67;8168.36;8606.88;8229
45to64;2020-25;7935.64;8371.55;8152.62;8592.41;8009
45to64;2020-26;7922.14;8359.47;8139.83;8581.05;8312
45to64;2020-27;7911.73;8350.47;8130.11;8572.78;8195
45to64;2020-28;7904.55;8344.58;8123.57;8567.56;8133
45to64;2020-29;7900.73;8341.81;8120.27;8565.33;8182
45to64;2020-30;7900.3;8342.13;8120.21;8566.03;8270
45to64;2020-31;7903.29;8345.49;8123.39;8569.59;8448
45to64;2020-32;7909.62;8351.82;8129.72;8575.91;8408
45to64;2020-33;7919.18;8361.04;8139.11;8584.95;8872
45to64;2020-34;7931.82;8373.02;8151.43;8596.59;8207
45to64;2020-35;7947.3;8387.66;8166.49;8610.79;8119
45to64;2020-36;7965.37;8404.79;8184.1;8627.44;8270
45to64;2020-37;7985.74;8424.23;8204.01;8646.4;8351
45to64;2020-38;8007.98;8445.86;8225.95;8667.7;8512
45to64;2020-39;8031.79;8469.39;8249.62;8691.07;8430
45to64;2020-40;8056.75;8494.58;8274.7;8716.37;8623
45to64;2020-41;8082.45;8521.17;8300.84;8743.41;8728
45to64;2020-42;8108.45;8548.84;8327.68;8771.93;8770
45to64;2020-43;8134.35;8577.25;8354.82;8801.61;9145
45to64;2020-44;8159.76;8606;8381.89;8832.07;9204
45to64;2020-45;8184.27;8634.68;8408.47;8862.88;9419
45to64;2020-46;8207.53;8662.85;8434.17;8893.56;9641
45to64;2020-47;8229.22;8690.03;8458.58;8923.56;9556
45to64;2020-48;8249.04;8715.76;8481.33;8952.31;9939
45to64;2020-49;8266.72;8739.56;8502.04;8979.25;9776
45to64;2020-50;8282.02;8760.97;8520.37;9003.78;10030
45to64;2020-51;8294.76;8779.55;8536.01;9025.36;9720
45to64;2020-52;8304.76;8794.92;8548.67;9043.49;9937
45to64;2020-53;8311.9;8806.74;8558.13;9057.71;10069
45to64;2021-01;8316.09;8814.72;8564.2;9067.65;10542
45to64;2021-02;8317.26;8818.68;8566.75;9073.03;10684
45to64;2021-03;8315.41;8818.47;8565.71;9073.67;10713
45to64;2021-04;8310.54;8814.06;8561.07;9069.5;10303
45to64;2021-05;8302.72;8805.49;8552.87;9060.55;10018
45to64;2021-06;8292.03;8792.89;8541.23;9046.96;9807
45to64;2021-07;8278.6;8776.46;8526.32;9029;9622
45to64;2021-08;8262.6;8756.5;8508.35;9007.01;9157
45to64;2021-09;8244.21;8733.35;8487.61;8981.43;8999
45to64;2021-10;8223.65;8707.45;8464.4;8952.79;9219
45to64;2021-11;8201.19;8679.26;8439.1;8921.66;9043.26
45to64;2021-12;8177;8649.37;8412.08;8888.85;9212
45to64;2021-13;8151.64;8618.05;8383.76;8854.48;9334.72
45to64;2021-14;8125.17;8586.1;8354.57;8819.72;9302.87
45to64;2021-15;8098.02;8553.95;8324.94;8785.01;9447.8
45to64;2021-16;8070.54;8522.12;8295.3;8750.96;9364.96
45to64;2021-17;8043.08;8491.11;8266.08;8718.13;9305.47
45to64;2021-18;8016.05;8461.34;8237.69;8686.98;9131.07
45to64;2021-19;7989.81;8433.22;8210.52;8657.9;8788.18
45to64;2021-20;7964.75;8407.09;8184.92;8631.23;8591.93
45to64;2021-21;7941.21;8383.27;8161.24;8607.28;8535.44
45to64;2021-22;7919.58;8361.99;8139.78;8586.18;8632.29
45to64;2021-23;7900.2;8343.43;8120.81;8568.05;8466.57
45to64;2021-24;7883.34;8327.76;8104.54;8553;8465.41
45to64;2021-25;7869.29;8315.08;8091.16;8541.02;8438.65
45to64;2021-26;7858.26;8305.46;8080.83;8532.14;8639.49
45to64;2021-27;7850.42;8298.94;8073.64;8526.3;8365.73
45to64;2021-28;7845.9;8295.54;8069.68;8523.47;8465.67
45to64;2021-29;7844.78;8295.19;8068.94;8523.52;8678.37
45to64;2021-30;7847;8297.96;8071.43;8526.57;8510.87
45to64;2021-31;7852.59;8303.68;8077.09;8532.36;8733.25
45to64;2021-32;7861.42;8312.31;8085.82;8540.88;8711.37
45to64;2021-33;7873.34;8323.74;8097.5;8552.05;8732.22
45to64;2021-34;7888.15;8337.85;8111.96;8565.79;8582.29
45to64;2021-35;7905.58;8354.48;8129;8582.02;8887.95
45to64;2021-36;7925.35;8373.49;8148.39;8600.63;8987.25
45to64;2021-37;7947.11;8394.68;8169.88;8621.52;8620.85
45to64;2021-38;7970.5;8417.84;8193.16;8644.55;8930.09
45to64;2021-39;7995.13;8442.73;8217.91;8669.56;8691.15
45to64;2021-40;8020.58;8469.07;8243.81;8696.35;9014.67
45to64;2021-41;8046.45;8496.55;8270.48;8724.65;9217.66
45to64;2021-42;8072.32;8524.84;8297.55;8754.17;9142.89
45to64;2021-43;8097.78;8553.56;8324.63;8784.55;9199.52
45to64;2021-44;8122.46;8582.28;8351.32;8815.34;9326.88
45to64;2021-45;8145.99;8610.59;8377.21;8846.09;9555.93
45to64;2021-46;8168.03;8638;8401.92;8876.26;9825.07
45to64;2021-47;8188.27;8664.06;8425.05;8905.3;10110.84
45to64;2021-48;8206.45;8688.29;8446.23;8932.63;10451.58
45to64;2021-49;8222.32;8710.23;8465.1;8957.68;10509.19
45to64;2021-50;8235.67;8729.44;8481.36;8979.9;10164.74
45to64;2021-51;8246.32;8745.53;8494.7;8998.78;10278.73
45to64;2021-52;8254.15;8758.15;8504.9;9013.85;10132.66
45to64;2022-01;8259.04;8767;8511.76;9024.74;9864.76
45to64;2022-02;8260.94;8771.87;8515.13;9031.15;9637.1
45to64;2022-03;8259.8;8772.62;8514.93;9032.87;9397.35
45to64;2022-04;8255.65;8769.19;8511.13;9029.81;9482.04
45to64;2022-05;8248.52;8761.6;8503.77;9021.99;9514.17
45to64;2022-06;8238.5;8749.96;8492.95;9009.52;9164.93
45to64;2022-07;8225.7;8734.47;8478.81;8992.64;9068.35
45to64;2022-08;8210.31;8715.37;8461.58;8971.64;8822.02
45to64;2022-09;8192.44;8693.07;8441.52;8947.08;8753.91
45to64;2022-10;8172.38;8667.91;8418.93;8919.3;8398.07
45to64;2022-11;8150.34;8640.37;8394.16;8888.93;7872.92
65to74;2017-13;10658.42;11211.92;10934;11492.16;10803
65to74;2017-14;10600.46;11145.49;10871.84;11421.4;10767
65to74;2017-15;10539.91;11077.3;10807.49;11349.31;10633
65to74;2017-16;10477.78;11008.33;10741.96;11276.86;10588
65to74;2017-17;10414.98;10939.67;10676.25;11205.23;10783
65to74;2017-18;10352.43;10872.37;10611.34;11135.5;10827
65to74;2017-19;10291.07;10807.36;10548.17;11068.65;10730
65to74;2017-20;10231.81;10745.57;10487.64;11005.57;10699
65to74;2017-21;10175.53;10687.77;10430.6;10947.02;10407
65to74;2017-22;10123.09;10634.7;10377.85;10893.65;10262
65to74;2017-23;10075.27;10586.99;10330.07;10846;10170
65to74;2017-24;10032.82;10545.14;10287.92;10804.47;10195
65to74;2017-25;9996.35;10509.67;10251.94;10769.52;10526
65to74;2017-26;9966.46;10480.9;10222.6;10741.34;10295
65to74;2017-27;9943.59;10459.14;10200.28;10720.15;10459
65to74;2017-28;9928.11;10444.62;10185.27;10706.13;10170
65to74;2017-29;9920.28;10437.48;10177.78;10699.35;10426
65to74;2017-30;9920.25;10437.77;10177.91;10699.81;10099
65to74;2017-31;9928;10445.57;10185.69;10707.63;10312
65to74;2017-32;9943.52;10460.74;10201.04;10722.6;10171
65to74;2017-33;9966.61;10483.15;10223.79;10744.67;10237
65to74;2017-34;9996.96;10512.62;10253.71;10773.67;10138
65to74;2017-35;10034.18;10548.85;10290.44;10809.38;10117
65to74;2017-36;10077.75;10591.49;10333.56;10851.54;10094
65to74;2017-37;10127.07;10640.13;10382.55;10899.81;10451
65to74;2017-38;10181.46;10694.25;10436.81;10953.78;10634
65to74;2017-39;10240.15;10753.28;10495.67;11012.97;10566
65to74;2017-40;10302.28;10816.57;10558.38;11076.82;10618
65to74;2017-41;10366.98;10883.36;10624.12;11144.67;10863
65to74;2017-42;10433.3;10952.84;10692.02;11215.75;10853
65to74;2017-43;10500.3;11024.11;10761.14;11289.19;10762
65to74;2017-44;10567.01;11096.21;10830.53;11364.02;10745
65to74;2017-45;10632.49;11168.1;10899.2;11439.17;10793
65to74;2017-46;10695.82;11238.71;10966.14;11513.5;11071
65to74;2017-47;10756.09;11306.95;11030.37;11585.8;11234
65to74;2017-48;10812.46;11371.72;11090.91;11654.85;11268
65to74;2017-49;10864.16;11431.91;11146.83;11719.39;11684
65to74;2017-50;10910.47;11486.52;11197.26;11778.24;11795
65to74;2017-51;10950.75;11534.58;11241.4;11830.27;11905
65to74;2017-52;10984.45;11575.24;11278.56;11874.48;12350
65to74;2018-01;11011.12;11607.75;11308.13;11909.98;12699
65to74;2018-02;11030.4;11631.54;11329.64;11936.07;12370
65to74;2018-03;11042.04;11646.15;11342.76;11952.21;12593
65to74;2018-04;11045.9;11651.36;11347.28;11958.1;11977
65to74;2018-05;11041.97;11647.06;11343.17;11953.61;12119
65to74;2018-06;11030.33;11633.36;11330.51;11938.87;12473
65to74;2018-07;11011.18;11610.56;11309.55;11914.21;12539
65to74;2018-08;10984.82;11579.11;11280.66;11880.15;12846
65to74;2018-09;10951.69;11539.63;11244.38;11837.42;13517
65to74;2018-10;10912.27;11492.87;11201.32;11786.91;13492
65to74;2018-11;10867.17;11439.72;11152.22;11729.65;12730
65to74;2018-12;10817.05;11381.18;11097.92;11666.81;12434
65to74;2018-13;10762.65;11318.29;11039.3;11599.58;11813
65to74;2018-14;10704.77;11252.17;10977.34;11529.26;11547
65to74;2018-15;10644.26;11183.95;10912.99;11457.11;11268
65to74;2018-16;10582;11114.75;10847.29;11384.38;11027
65to74;2018-17;10518.92;11045.66;10781.22;11312.22;10595
65to74;2018-18;10455.88;10977.79;10715.77;11241.9;10440
65to74;2018-19;10393.89;10912.05;10651.92;11174.26;10453
65to74;2018-20;10333.84;10849.38;10590.56;11110.26;10476
65to74;2018-21;10276.64;10790.6;10532.58;11050.69;10369
65to74;2018-22;10223.15;10736.44;10478.75;10996.22;10671
65to74;2018-23;10174.18;10687.56;10429.82;10947.4;10162
65to74;2018-24;10130.46;10644.52;10386.43;10904.71;10196
65to74;2018-25;10092.68;10607.77;10349.16;10868.51;10405
65to74;2018-26;10061.41;10577.72;10318.49;10839.08;10508
65to74;2018-27;10037.14;10554.67;10294.82;10816.67;10496
65to74;2018-28;10020.23;10538.86;10278.46;10801.43;10183
65to74;2018-29;10010.98;10530.46;10269.62;10793.46;10635
65to74;2018-30;10009.56;10529.53;10268.45;10792.8;10651
65to74;2018-31;10016;10536.11;10274.96;10799.44;11140
65to74;2018-32;10030.26;10550.14;10289.11;10813.35;10941
65to74;2018-33;10052.17;10571.5;10310.74;10834.41;10256
65to74;2018-34;10081.46;10599.97;10339.63;10862.46;10378
65to74;2018-35;10117.72;10635.31;10375.44;10897.32;10338
65to74;2018-36;10160.48;10677.17;10417.76;10938.7;10369
65to74;2018-37;10209.13;10725.13;10466.07;10986.29;10463
65to74;2018-38;10263.02;10778.71;10519.81;11039.69;10534
65to74;2018-39;10321.36;10837.32;10578.29;11098.44;10414
65to74;2018-40;10383.32;10900.35;10640.79;11161.99;10859
65to74;2018-41;10448.02;10967.04;10706.48;11229.68;10731
65to74;2018-42;10514.52;11036.58;10774.5;11300.76;10569
65to74;2018-43;10581.87;11108.1;10843.92;11374.39;10583
65to74;2018-44;10649.1;11180.63;10913.79;11449.61;10935
65to74;2018-45;10715.26;11253.13;10983.1;11525.34;11088
65to74;2018-46;10779.41;11324.55;11050.86;11600.46;10753
65to74;2018-47;10840.64;11393.78;11116.06;11673.77;10936
65to74;2018-48;10898.1;11459.71;11177.73;11744.02;11259
65to74;2018-49;10950.99;11521.25;11234.91;11809.98;11289
65to74;2018-50;10998.59;11577.34;11286.73;11870.41;11488
65to74;2018-51;11040.23;11627.01;11332.36;11924.18;11653
65to74;2018-52;11075.34;11669.38;11371.07;11970.26;11702
65to74;2019-01;11103.46;11703.69;11402.26;12007.73;11908
65to74;2019-02;11124.2;11729.31;11425.42;12035.85;12393
65to74;2019-03;11137.29;11745.78;11440.19;12054.05;12285
65to74;2019-04;11142.58;11752.81;11446.34;12061.97;12379
65to74;2019-05;11140.01;11750.29;11443.8;12059.47;12582
65to74;2019-06;11129.68;11738.29;11432.63;12046.63;12648
65to74;2019-07;11111.74;11717.07;11413.07;12023.73;12409
65to74;2019-08;11086.5;11687.05;11385.46;11991.26;12407
65to74;2019-09;11054.35;11648.83;11350.3;11949.94;12108
65to74;2019-10;11015.79;11603.15;11308.2;11900.62;11927
65to74;2019-11;10971.4;11550.88;11259.9;11844.34;11799
65to74;2019-12;10921.84;11492.99;11206.2;11782.19;11303
65to74;2019-13;10867.83;11430.54;11148;11715.43;10977
65to74;2019-14;10810.18;11364.64;11086.26;11645.31;11284
65to74;2019-15;10749.73;11296.41;11021.94;11573.13;10865
65to74;2019-16;10687.35;11227.01;10956.07;11500.15;11221
65to74;2019-17;10623.97;11157.53;10889.66;11427.56;10799
65to74;2019-18;10560.51;11089.04;10823.7;11356.52;10624
65to74;2019-19;10497.91;11022.56;10759.17;11288.07;10710
65to74;2019-20;10437.11;10959;10697;11223.11;10690
65to74;2019-21;10379.02;10899.21;10638.06;11162.47;10604
65to74;2019-22;10324.51;10843.95;10583.17;11106.84;10582
65to74;2019-23;10274.4;10793.88;10533.07;11056.81;10770
65to74;2019-24;10229.45;10749.6;10488.45;11012.88;10471
65to74;2019-25;10190.37;10711.56;10449.88;10975.38;10583
65to74;2019-26;10157.73;10680.19;10417.87;10944.69;10911
65to74;2019-27;10132.05;10655.83;10392.84;10921;10683
65to74;2019-28;10113.73;10638.71;10375.11;10904.5;10277
65to74;2019-29;10103.06;10629.01;10364.93;10895.3;10304
65to74;2019-30;10100.24;10626.84;10362.42;10893.46;11242
65to74;2019-31;10105.34;10632.21;10367.66;10898.98;10531
65to74;2019-32;10118.32;10645.1;10380.59;10911.81;10275
65to74;2019-33;10139.02;10665.39;10401.09;10931.88;10297
65to74;2019-34;10167.2;10692.88;10428.94;10959.01;10274
65to74;2019-35;10202.48;10727.33;10463.81;10993.03;10707
65to74;2019-36;10244.38;10768.41;10505.3;11033.67;10186
65to74;2019-37;10292.33;10815.7;10552.93;11080.61;10459
65to74;2019-38;10345.65;10868.74;10606.12;11133.49;10533
65to74;2019-39;10403.6;10926.96;10664.21;11191.83;10710
65to74;2019-40;10465.36;10989.73;10726.47;11255.1;10740
65to74;2019-41;10530.02;11056.32;10792.1;11322.67;10851
65to74;2019-42;10596.66;11125.94;10860.23;11393.79;10927
65to74;2019-43;10664.34;11197.7;10929.94;11467.62;11044
65to74;2019-44;10732.07;11270.66;11000.26;11543.24;10950
65to74;2019-45;10798.89;11343.77;11070.21;11619.55;11142
65to74;2019-46;10863.85;11415.99;11138.78;11695.46;11173
65to74;2019-47;10926.05;11486.19;11204.96;11769.75;11335
65to74;2019-48;10984.6;11553.28;11267.75;11841.19;11250
65to74;2019-49;11038.7;11616.14;11326.19;11908.52;11767
65to74;2019-50;11087.59;11673.7;11379.39;11970.51;11916
65to74;2019-51;11130.61;11724.98;11426.51;12026.01;12038
65to74;2019-52;11167.15;11769.06;11466.79;12073.94;11570
65to74;2020-01;11196.74;11805.16;11499.61;12113.38;12029
65to74;2020-02;11218.95;11832.63;11524.43;12143.52;12237
65to74;2020-03;11233.52;11850.96;11540.87;12163.78;12005
65to74;2020-04;11240.25;11859.84;11548.66;12173.76;12147
65to74;2020-05;11239.09;11859.12;11547.72;12173.27;12219
65to74;2020-06;11230.08;11848.84;11538.08;12162.35;11866
65to74;2020-07;11213.38;11829.23;11519.93;12141.25;11812
65to74;2020-08;11189.27;11800.68;11493.62;12110.42;11556
65to74;2020-09;11158.13;11763.77;11459.61;12070.56;11583
65to74;2020-10;11120.45;11719.2;11418.51;12022.48;11712
65to74;2020-11;11076.78;11667.84;11371.03;11967.19;12205
65to74;2020-12;11027.78;11610.64;11317.96;11905.81;13401
65to74;2020-13;10974.19;11548.67;11260.21;11839.55;15142
65to74;2020-14;10916.78;11483.01;11198.7;11769.68;16185
65to74;2020-15;10856.4;11414.81;11134.44;11697.49;15442
65to74;2020-16;10793.94;11345.21;11068.43;11624.26;13906
65to74;2020-17;10730.29;11275.34;11001.69;11551.22;12803
65to74;2020-18;10666.41;11206.27;10935.23;11479.51;11860
65to74;2020-19;10603.24;11139.03;10870.03;11410.21;11471
65to74;2020-20;10541.71;11074.57;10807.05;11344.27;11003
65to74;2020-21;10482.75;11013.76;10747.16;11282.53;10812
65to74;2020-22;10427.23;10957.36;10691.2;11225.7;10687
65to74;2020-23;10376.02;10906.08;10639.95;11174.4;10635
65to74;2020-24;10329.87;10860.51;10594.08;11129.13;10393
65to74;2020-25;10289.49;10821.16;10554.21;11090.32;10442
65to74;2020-26;10255.5;10788.45;10520.85;11058.28;11024
65to74;2020-27;10228.43;10762.73;10494.45;11033.27;10591
65to74;2020-28;10208.69;10744.27;10475.34;11015.46;10235
65to74;2020-29;10196.61;10733.26;10463.79;11005.01;10466
65to74;2020-30;10192.4;10729.8;10459.95;11001.94;10579
65to74;2020-31;10196.12;10733.97;10463.89;11006.34;10758
65to74;2020-32;10207.79;10745.7;10475.6;11018.09;10825
65to74;2020-33;10227.27;10764.91;10494.94;11037.16;11520
65to74;2020-34;10254.31;10791.42;10521.72;11063.38;10737
65to74;2020-35;10288.56;10824.98;10555.64;11096.58;10588
65to74;2020-36;10329.57;10865.28;10596.29;11136.5;10730
65to74;2020-37;10376.77;10911.92;10643.22;11182.84;10967
65to74;2020-38;10429.49;10964.43;10695.85;11235.23;11004
65to74;2020-39;10487.02;11022.26;10753.53;11293.2;11224
65to74;2020-40;10548.51;11084.79;10815.54;11356.23;11523
65to74;2020-41;10613.1;11151.3;10881.09;11423.7;11502
65to74;2020-42;10679.87;11220.99;10949.31;11494.88;11794
65to74;2020-43;10747.83;11293;11019.29;11568.94;12512
65to74;2020-44;10816.04;11366.38;11090.07;11644.94;13132
65to74;2020-45;10883.51;11440.1;11160.65;11721.85;13405
65to74;2020-46;10949.29;11513.1;11230.01;11798.52;13712
65to74;2020-47;11012.43;11584.29;11297.15;11873.81;13634
65to74;2020-48;11072.08;11652.51;11361.06;11946.42;13889
65to74;2020-49;11127.39;11716.68;11420.77;12015.11;14262
65to74;2020-50;11177.59;11775.71;11475.36;12078.65;14016
65to74;2020-51;11222;11828.59;11523.96;12135.85;14167
65to74;2020-52;11260;11874.38;11565.83;12185.62;14204
65to74;2020-53;11291.07;11912.27;11600.28;12227.01;14305
65to74;2021-01;11314.79;11941.58;11626.78;12259.18;14441
65to74;2021-02;11330.86;11961.79;11644.9;12281.5;15072
65to74;2021-03;11339.06;11972.53;11654.36;12293.55;15237
65to74;2021-04;11339.32;11973.63;11655.04;12295.08;14761
65to74;2021-05;11331.65;11965.1;11646.94;12286.11;14100
65to74;2021-06;11316.21;11947.13;11630.25;12266.84;13509
65to74;2021-07;11293.26;11920.08;11605.26;12237.7;13330
65to74;2021-08;11263.15;11884.5;11572.44;12199.33;12495
65to74;2021-09;11226.36;11841.09;11532.36;12152.54;12440
65to74;2021-10;11183.43;11790.68;11485.72;12098.3;12736
65to74;2021-11;11135.03;11734.22;11433.32;12037.72;12666
65to74;2021-12;11081.87;11672.75;11376.03;11972.01;12748
65to74;2021-13;11024.72;11607.37;11314.79;11902.42;12748.36
65to74;2021-14;10964.44;11539.21;11250.6;11830.25;12930.74
65to74;2021-15;10901.89;11469.44;11184.47;11756.79;12747.2
65to74;2021-16;10838.01;11399.18;11117.42;11683.29;12772.92
65to74;2021-17;10773.73;11329.54;11050.47;11610.92;12421.25
65to74;2021-18;10710;11261.54;10984.62;11540.76;12571.08
65to74;2021-19;10647.77;11196.17;10920.82;11473.8;11844.93
65to74;2021-20;10587.97;11134.31;10859.99;11410.9;11738.86
65to74;2021-21;10531.48;11076.76;10802.98;11352.83;11178.91
65to74;2021-22;10479.18;11024.24;10750.56;11300.2;11344.59
65to74;2021-23;10431.84;10977.36;10703.44;11253.57;11294.66
65to74;2021-24;10390.2;10936.65;10662.26;11213.36;11315.19
65to74;2021-25;10354.87;10902.57;10627.54;11179.92;10930.96
65to74;2021-26;10326.42;10875.47;10599.76;11153.52;11113.83
65to74;2021-27;10305.27;10855.64;10579.26;11134.39;11110.98
65to74;2021-28;10291.76;10843.29;10566.33;11122.63;11285.3
65to74;2021-29;10286.13;10838.55;10561.14;11118.35;11495.16
65to74;2021-30;10288.49;10841.46;10563.77;11121.55;11331.29
65to74;2021-31;10298.83;10852.03;10574.22;11132.23;11365.97
65to74;2021-32;10317.06;10870.15;10592.4;11150.28;11600.21
65to74;2021-33;10342.94;10895.66;10618.1;11175.59;11498.27
65to74;2021-34;10376.13;10928.33;10651.04;11207.98;11487.26
65to74;2021-35;10416.21;10967.85;10690.84;11247.2;11683.22
65to74;2021-36;10462.61;11013.84;10737.05;11292.96;12081.93
65to74;2021-37;10514.67;11065.87;10789.09;11344.97;11605.35
65to74;2021-38;10571.76;11123.28;10846.35;11402.52;11518.3
65to74;2021-39;10632.89;11185.65;10908.1;11465.51;11818.48
65to74;2021-40;10697.29;11252.16;10973.55;11533.08;11842.85
65to74;2021-41;10764.1;11321.97;11041.86;11604.4;12212.9
65to74;2021-42;10832.52;11394.04;11112.1;11678.33;12195.54
65to74;2021-43;10901.17;11467.85;11183.31;11754.75;12635.63
65to74;2021-44;10969.27;11542.17;11254.51;11832.25;12755.56
65to74;2021-45;11035.84;11615.96;11324.66;11909.72;13024.97
65to74;2021-46;11099.95;11688.1;11392.76;11985.96;13267.59
65to74;2021-47;11160.69;11757.47;11457.79;12059.73;14029.61
65to74;2021-48;11217.22;11822.94;11518.75;12129.77;14628.51
65to74;2021-49;11268.75;11883.43;11574.73;12194.83;14364.98
65to74;2021-50;11314.56;11937.9;11624.83;12253.72;14062.44
65to74;2021-51;11354.03;11985.39;11668.29;12305.32;14194.78
65to74;2021-52;11386.61;12025.08;11704.39;12348.64;13945.1
65to74;2022-01;11411.86;12056.24;11732.58;12382.84;13461.09
65to74;2022-02;11429.45;12078.33;11752.4;12407.23;13377.4
65to74;2022-03;11439.15;12090.96;11763.55;12421.35;12971.71
65to74;2022-04;11440.85;12093.9;11765.86;12424.93;13449.27
65to74;2022-05;11434.56;12087.14;11759.34;12417.93;13448.16
65to74;2022-06;11420.41;12070.83;11744.12;12400.52;12837.46
65to74;2022-07;11398.64;12045.32;11720.49;12373.09;12922.27
65to74;2022-08;11369.58;12011.12;11688.88;12336.26;12336
65to74;2022-09;11333.72;11968.87;11649.86;12290.75;12193.37
65to74;2022-10;11291.55;11919.46;11604.09;12237.64;11869.43
65to74;2022-11;11243.76;11863.77;11552.38;12177.92;10889.84
75to84;2017-13;19553.23;20528.54;20038.91;21022.1;19679
75to84;2017-14;19373.4;20332.29;19850.92;20817.5;19298
75to84;2017-15;19186.33;20129.85;19656.2;20607.25;19037
75to84;2017-16;18994.83;19924.47;19457.8;20394.81;19067
75to84;2017-17;18801.76;19719.29;19258.71;20183.5;19443
75to84;2017-18;18609.93;19517.34;19061.84;19976.43;19082
75to84;2017-19;18422.09;19321.45;18869.99;19776.46;19301
75to84;2017-20;18240.93;19134.21;18685.79;19586.16;18904
75to84;2017-21;18068.95;18958.01;18511.7;19407.84;18580
75to84;2017-22;17908.52;18794.96;18349.96;19243.5;18439
75to84;2017-23;17761.79;18646.95;18202.58;19094.87;17387
75to84;2017-24;17630.71;18515.6;18071.35;18963.43;18331
75to84;2017-25;17516.98;18402.31;17957.83;18850.39;18921
75to84;2017-26;17422.05;18308.23;17863.31;18756.78;18241
75to84;2017-27;17347.12;18234.29;17788.86;18683.37;18480
75to84;2017-28;17293.11;18181.22;17735.31;18630.8;17554
75to84;2017-29;17260.7;18149.51;17703.24;18599.45;17851
75to84;2017-30;17250.11;18139.64;17693.01;18589.97;17854
75to84;2017-31;17262.03;18151.15;17704.73;18601.26;18360
75to84;2017-32;17295.77;18184.49;17738.28;18634.39;17827
75to84;2017-33;17351.15;18239.15;17793.31;18688.66;17652
75to84;2017-34;17427.49;18314.63;17869.22;18763.68;17845
75to84;2017-35;17523.87;18410.17;17965.2;18858.76;17855
75to84;2017-36;17639.12;18524.85;18080.18;18973.1;17530
75to84;2017-37;17771.79;18657.49;18212.85;19105.69;18045
75to84;2017-38;17920.13;18806.78;18361.67;19255.43;18328
75to84;2017-39;18082.36;18970.9;18524.85;19420.47;18872
75to84;2017-40;18256.17;19148.17;18700.4;19599.47;18908
75to84;2017-41;18439.22;19336.44;18886.06;19790.36;19408
75to84;2017-42;18628.99;19533.38;19079.4;19990.91;19085
75to84;2017-43;18822.83;19736.38;19277.8;20198.53;18894
75to84;2017-44;19017.93;19942.65;19478.47;20410.47;18988
75to84;2017-45;19211.45;20149.26;19678.49;20623.72;19310
75to84;2017-46;19400.53;20353.05;19874.89;20834.99;19902
75to84;2017-47;19582.32;20550.82;20064.62;21040.88;20199
75to84;2017-48;19754.08;20739.31;20244.7;21237.89;20632
75to84;2017-49;19913.13;20915.32;20412.17;21422.54;21241
75to84;2017-50;20056.99;21075.74;20564.26;21591.39;22165
75to84;2017-51;20183.39;21217.67;20698.38;21741.23;22369
75to84;2017-52;20290.3;21338.47;20812.18;21869.12;22907
75to84;2018-01;20375.98;21435.86;20903.68;21972.49;23650
75to84;2018-02;20439.04;21507.97;20971.24;22049.21;23395
75to84;2018-03;20478.45;21553.4;21013.63;22097.71;23313
