group;week;Low normal range;High normal range;Baseline;Substantial increase;Observed count
65to74;2018-49;10709.94;11270.63;10989.09;11554.53;11019
65to74;2018-50;10753.23;11322.37;11036.58;11610.59;11310
65to74;2018-51;10790.87;11368.03;11078.19;11660.34;11408
65to74;2018-52;10822.37;11406.76;11113.29;11702.78;11484
65to74;2019-01;10847.32;11437.88;11141.29;11737.05;11674
65to74;2019-02;10865.37;11460.82;11161.77;11762.49;12101
65to74;2019-03;10876.31;11475.15;11174.4;11778.56;12087
65to74;2019-04;10880.02;11480.63;11178.98;11784.95;12139
65to74;2019-05;10876.48;11477.17;11175.48;11781.53;12316
65to74;2019-06;10865.76;11464.86;11163.97;11768.4;12410
65to74;2019-07;10848.07;11443.96;11144.69;11745.86;12161
65to74;2019-08;10823.69;11414.89;11117.98;11714.39;12117
65to74;2019-09;10793.01;11378.23;11084.33;11674.68;11857
65to74;2019-10;10756.49;11334.7;11044.33;11627.56;11652
65to74;2019-11;10714.86;11284.95;10998.67;11573.67;11498
65to74;2019-12;10668.21;11230.43;10948.12;11515.12;11052
65to74;2019-13;10617.75;11171.63;10893.52;11452.06;10764
65to74;2019-14;10564.04;11109.76;10835.75;11386.04;11063
65to74;2019-15;10507.83;11045.92;10775.75;11318.3;10654
65to74;2019-16;10450.01;10981.1;10714.46;11249.92;10963
65to74;2019-17;10391.35;10916.41;10652.8;11182.17;10587
65to74;2019-18;10332.72;10852.83;10591.71;11116.06;10356
65to74;2019-19;10275.01;10791.28;10532.09;11052.56;10500
65to74;2019-20;10219.07;10732.62;10474.79;10992.52;10491
65to74;2019-21;10165.73;10677.61;10420.62;10936.68;10384
65to74;2019-22;10115.8;10626.97;10370.33;10885.68;10401
65to74;2019-23;10070.04;10581.27;10324.6;10840.03;10583
65to74;2019-24;10029.15;10541.05;10284.04;10800.16;10271
65to74;2019-25;9993.77;10506.72;10249.18;10766.39;10372
65to74;2019-26;9964.45;10478.67;10220.48;10739.01;10665
65to74;2019-27;9941.64;10457.17;10198.32;10718.18;10455
65to74;2019-28;9925.71;10442.43;10182.98;10704.05;10049
65to74;2019-29;9916.93;10434.59;10174.67;10696.69;10042
65to74;2019-30;9915.47;10433.74;10173.5;10696.15;11063
65to74;2019-31;9921.38;10439.87;10179.53;10702.4;10282
65to74;2019-32;9934.62;10452.95;10192.69;10715.4;10071
65to74;2019-33;9955.03;10472.86;10212.85;10735.04;10014
65to74;2019-34;9982.36;10499.4;10239.79;10761.17;10068
65to74;2019-35;10016.23;10532.34;10273.21;10793.62;10473
65to74;2019-36;10056.21;10571.37;10312.72;10832.15;9962
65to74;2019-37;10101.72;10616.1;10357.85;10876.47;10272
65to74;2019-38;10152.13;10666.11;10408.06;10926.25;10289
65to74;2019-39;10206.72;10720.85;10462.73;10981.06;10524
65to74;2019-40;10264.7;10779.74;10521.17;11040.39;10609
65to74;2019-41;10325.24;10842.1;10582.62;11103.68;10681
65to74;2019-42;10387.45;10907.2;10646.27;11170.23;10673
65to74;2019-43;10450.45;10974.21;10711.26;11239.28;10903
65to74;2019-44;10513.31;11042.24;10776.69;11309.94;10743
65to74;2019-45;10575.14;11110.33;10841.64;11381.21;10864
65to74;2019-46;10635.07;11177.49;10905.15;11452.06;10933
65to74;2019-47;10692.24;11242.68;10966.31;11521.33;11121
65to74;2019-48;10745.87;11304.85;11024.18;11587.87;11025
65to74;2019-49;10795.21;11362.98;11077.89;11650.48;11547
65to74;2019-50;10839.59;11416.07;11126.59;11708.02;11681
65to74;2019-51;10878.39;11463.2;11169.52;11759.41;11815
65to74;2019-52;10911.1;11503.52;11206.01;11803.62;11359
65to74;2020-01;10937.28;11536.3;11235.46;11839.78;11745
65to74;2020-02;10956.59;11560.95;11257.42;11867.16;11970
65to74;2020-03;10968.77;11577.02;11271.53;11885.23;11728
65to74;2020-04;10973.69;11584.23;11277.59;11893.61;11930
65to74;2020-05;10971.32;11582.47;11275.52;11892.15;12005
65to74;2020-06;10961.73;11571.78;11265.38;11880.91;11640
65to74;2020-07;10945.08;11552.4;11247.38;11860.14;11593
65to74;2020-08;10921.65;11524.74;11221.84;11830.31;11359
65to74;2020-09;10891.82;11489.32;11189.24;11792.04;11386
65to74;2020-10;10856.03;11446.87;11150.15;11746.18;11475
65to74;2020-11;10814.83;11398.19;11105.23;11693.68;12007
65to74;2020-12;10768.83;11344.2;11055.27;11635.6;13173
65to74;2020-13;10718.71;11285.88;11001.08;11573.1;14931
65to74;2020-14;10665.2;11224.29;10943.55;11507.38;15922
65to74;2020-15;10609.07;11160.49;10883.62;11439.67;15266
65to74;2020-16;10551.15;11095.56;10822.21;11371.17;13608
65to74;2020-17;10492.27;11030.55;10760.29;11303.04;12602
65to74;2020-18;10433.29;10966.46;10698.77;11236.35;11640
65to74;2020-19;10375.09;10904.24;10638.57;11172.08;11284
65to74;2020-20;10318.53;10844.76;10580.56;11111.13;10832
65to74;2020-21;10264.45;10788.83;10525.55;11054.26;10630
65to74;2020-22;10213.68;10737.14;10474.32;11002.12;10501
65to74;2020-23;10166.97;10690.33;10427.55;10955.27;10484
65to74;2020-24;10125.06;10648.92;10385.89;10914.13;10189
65to74;2020-25;10088.56;10613.38;10349.86;10879.1;10285
65to74;2020-26;10058.07;10584.08;10319.96;10850.42;10842
65to74;2020-27;10034.05;10561.33;10296.57;10828.32;10409
65to74;2020-28;10016.89;10545.34;10279.98;10812.94;10043
65to74;2020-29;10006.88;10536.28;10270.44;10804.36;10213
65to74;2020-30;10004.18;10534.23;10268.07;10802.65;10381
65to74;2020-31;10008.9;10539.22;10272.92;10807.78;10531
65to74;2020-32;10020.97;10551.22;10284.95;10819.74;10583
65to74;2020-33;10040.3;10570.08;10304.06;10838.36;11286
65to74;2020-34;10066.61;10595.69;10330.02;10863.6;10483
65to74;2020-35;10099.57;10627.77;10362.55;10895.22;10430
65to74;2020-36;10138.73;10666.04;10401.28;10933.02;10571
65to74;2020-37;10183.56;10710.13;10445.74;10976.71;10759
65to74;2020-38;10233.43;10759.59;10495.41;11025.96;10781
65to74;2020-39;10287.61;10813.92;10549.67;11080.34;11055
65to74;2020-40;10345.35;10872.53;10607.85;11139.38;11262
65to74;2020-41;10405.79;10934.76;10669.19;11202.51;11227
65to74;2020-42;10468.07;10999.88;10732.88;11269.05;11542
65to74;2020-43;10531.3;11067.06;10798.07;11338.24;12269
65to74;2020-44;10594.54;11135.42;10863.86;11409.21;12882
65to74;2020-45;10656.91;11204.02;10929.33;11480.98;13203
65to74;2020-46;10717.51;11271.86;10993.52;11552.51;13510
65to74;2020-47;10775.49;11337.9;11055.5;11622.66;13432
65to74;2020-48;10830.03;11401.09;11114.34;11690.26;13658
65to74;2020-49;10880.39;11460.39;11169.14;11754.13;14076
65to74;2020-50;10925.87;11514.8;11219.05;11813.11;13779
65to74;2020-51;10965.85;11563.38;11263.29;11866.09;13869
65to74;2020-52;10999.78;11605.26;11301.17;11912.03;13949
65to74;2020-53;11027.21;11639.69;11332.07;11950.05;14034
65to74;2021-01;11047.79;11666.05;11355.52;11979.37;14152
65to74;2021-02;11061.23;11683.86;11371.13;11999.41;14799
65to74;2021-03;11067.39;11692.8;11378.67;12009.78;14889
65to74;2021-04;11066.22;11692.74;11378.04;12010.29;14496
65to74;2021-05;11057.75;11683.69;11369.29;12000.94;13837
65to74;2021-06;11042.16;11665.86;11352.58;11981.97;13221
65to74;2021-07;11019.7;11639.62;11328.25;11953.8;13132
65to74;2021-08;10990.72;11605.5;11296.72;11917.05;12273
65to74;2021-09;10955.68;11564.17;11258.55;11872.5;12234
65to74;2021-10;10915.1;11516.42;11214.41;11821.08;12489
65to74;2021-11;10869.59;11463.15;11165.06;11763.86;12471
65to74;2021-12;10819.82;11405.36;11111.31;11701.97;12452
65to74;2021-13;10766.52;11344.09;11054.05;11636.62;12518
65to74;2021-14;10710.47;11280.39;10994.2;11569.03;12687
65to74;2021-15;10652.48;11215.35;10932.71;11500.39;12477
65to74;2021-16;10593.4;11150.03;10870.53;11431.89;12553
65to74;2021-17;10534.09;11085.45;10808.6;11364.63;12152
65to74;2021-18;10475.43;11022.57;10747.84;11299.6;12439
65to74;2021-19;10418.28;10962.29;10689.13;11237.73;11681
65to74;2021-20;10363.49;10905.41;10633.3;11179.8;11544
65to74;2021-21;10311.9;10852.68;10581.14;11126.51;10950
65to74;2021-22;10264.28;10804.73;10533.35;11078.4;11146
65to74;2021-23;10221.35;10762.12;10490.58;11035.98;11076
65to74;2021-24;10183.78;10725.34;10453.39;10999.61;11130
65to74;2021-25;10152.14;10694.78;10422.28;10969.61;10753
65to74;2021-26;10126.93;10670.74;10397.65;10946.18;10912
65to74;2021-27;10108.55;10653.48;10379.82;10929.51;10883
65to74;2021-28;10097.3;10643.17;10369.04;10919.68;11149
65to74;2021-29;10093.38;10639.91;10365.44;10916.76;11291
65to74;2021-30;10096.88;10643.74;10369.11;10920.76;11084
65to74;2021-31;10107.79;10654.63;10380.01;10931.63;11185
65to74;2021-32;10126;10672.48;10398.04;10949.3;11369
65to74;2021-33;10151.27;10697.14;10423.01;10973.63;11312
65to74;2021-34;10183.28;10728.37;10454.64;11004.45;11176
65to74;2021-35;10221.6;10765.89;10492.57;11041.54;11388
65to74;2021-36;10265.71;10809.33;10536.35;11084.63;11882
65to74;2021-37;10314.99;10858.26;10585.46;11133.37;11305
65to74;2021-38;10368.72;10912.18;10639.3;11187.37;11350
65to74;2021-39;10426.17;10970.53;10697.19;11246.15;11607
65to74;2021-40;10486.48;11032.62;10758.4;11309.14;11619
65to74;2021-41;10548.8;11097.75;10822.11;11375.68;12035
65to74;2021-42;10612.22;11165.09;10887.49;11445.02;11950
65to74;2021-43;10675.83;11233.79;10953.62;11516.3;12445
65to74;2021-44;10738.7;11302.88;11019.59;11588.56;12439
65to74;2021-45;10799.97;11371.37;11084.44;11660.74;12867.06
65to74;2021-46;10858.74;11438.24;11147.23;11731.73;13093.08
65to74;2021-47;10914.21;11502.42;11207.03;11800.36;13805.3
65to74;2021-48;10965.59;11562.87;11262.91;11865.45;14406.38
65to74;2021-49;11012.19;11618.58;11314.03;11925.82;14137.89
65to74;2021-50;11053.35;11668.59;11359.58;11980.35;13914.44
65to74;2021-51;11088.52;11712.01;11398.84;12027.99;13961.17
65to74;2021-52;11117.23;11748.07;11431.2;12067.82;13820.01
65to74;2022-01;11139.08;11776.12;11456.13;12099.04;13211.23
65to74;2022-02;11153.81;11795.66;11473.24;12121.05;13183.34
65to74;2022-03;11161.23;11806.34;11482.28;12133.4;12758.77
65to74;2022-04;11161.27;11807.99;11483.11;12135.87;13185.52
65to74;2022-05;11153.96;11800.59;11475.76;12128.43;13076.6
65to74;2022-06;11139.45;11784.33;11460.38;12111.28;12624.89
65to74;2022-07;11117.97;11759.54;11437.26;12084.8;12643.22
65to74;2022-08;11089.87;11726.74;11406.82;12049.59;12031.77
65to74;2022-09;11055.6;11686.54;11369.61;12006.36;12063.38
65to74;2022-10;11015.65;11639.77;11326.27;11956.1;12166.8
65to74;2022-11;10970.64;11587.27;11277.55;11899.78;12174.83
65to74;2022-12;10921.24;11530.05;11224.27;11838.55;12220.1
65to74;2022-13;10868.17;11469.13;11167.3;11773.63;12150.16
65to74;2022-14;10812.22;11405.55;11107.56;11706.16;12272.89
65to74;2022-15;10754.18;11340.44;11046.01;11637.43;11896.91
65to74;2022-16;10694.92;11274.83;10983.6;11568.59;11739.72
65to74;2022-17;10635.3;11209.78;10921.28;11500.77;11668.04
65to74;2022-18;10576.19;11146.24;10859.97;11434.99;11603.75
65to74;2022-19;10518.48;11085.15;10800.58;11372.18;11460.36
65to74;2022-20;10463.01;11027.33;10743.94;11313.18;11232.56
65to74;2022-21;10410.62;10973.54;10690.85;11258.69;10643.25
65to74;2022-22;10362.1;10924.45;10642.04;11209.32;11132.15
65to74;2022-23;10318.2;10880.63;10598.17;11165.55;11080.06
65to74;2022-24;10279.56;10842.59;10559.82;11127.83;11438.5
65to74;2022-25;10246.8;10810.73;10527.5;11096.44;11459.35
65to74;2022-26;10220.41;10785.39;10501.64;11071.66;11331.4
65to74;2022-27;10200.82;10766.84;10482.56;11053.65;11205.57
65to74;2022-28;10188.34;10755.27;10470.52;11042.55;11727.32
65to74;2022-29;10183.18;10750.79;10465.7;11038.42;12341.05
65to74;2022-30;10185.47;10753.44;10468.17;11041.25;11766
65to74;2022-31;10195.2;10763.22;10477.93;11051.05;11455.85
65to74;2022-32;10212.27;10780.03;10494.87;11067.73;11566.59
65to74;2022-33;10236.49;10803.74;10518.84;11091.16;11310.13
65to74;2022-34;10267.52;10834.11;10549.55;11121.19;10931.61
65to74;2022-35;10304.97;10870.87;10586.66;11157.59;10657.41
65to74;2022-36;10348.32;10913.67;10629.74;11200.08;11066.24
65to74;2022-37;10396.97;10962.07;10678.27;11248.34;10883.89
65to74;2022-38;10450.22;11015.6;10731.67;11301.99;11254.51
65to74;2022-39;10507.34;11073.66;10789.26;11360.52;11728.17
65to74;2022-40;10567.49;11135.63;10850.32;11423.39;11997.11
65to74;2022-41;10629.8;11200.76;10914.04;11489.96;11998.2
65to74;2022-42;10693.39;11268.28;10979.58;11559.46;11349.5
65to74;2022-43;10757.33;11337.28;11046.04;11631.05;10311.01
75to84;2016-45;18848.73;19806.31;19325.54;20291;19911
75to84;2016-46;19030.17;20002.75;19514.44;20495.07;20525
75to84;2016-47;19204.28;20193.05;19696.6;20693.6;20027
75to84;2016-48;19368.45;20374.05;19869.13;20883.18;20424
75to84;2016-49;19520.11;20542.64;20029.2;21060.39;20742
75to84;2016-50;19656.91;20695.83;20174.14;21221.93;21245
75to84;2016-51;19776.71;20830.82;20301.48;21364.68;22306
75to84;2016-52;19877.57;20945.1;20409.01;21485.81;23486
75to84;2017-01;19957.88;21036.5;20494.82;21582.86;24772
75to84;2017-02;20016.33;21103.25;20557.4;21653.85;25470
75to84;2017-03;20052;21144.05;20595.61;21697.27;24406
75to84;2017-04;20064.29;21158.1;20608.78;21712.22;24673
75to84;2017-05;20053.02;21145.13;20596.66;21698.38;24883
75to84;2017-06;20018.39;21105.38;20559.49;21656.02;23437
75to84;2017-07;19960.99;21039.63;20497.95;21586.01;23004
75to84;2017-08;19881.78;20949.18;20413.15;21489.82;22216
75to84;2017-09;19782.05;20835.77;20306.63;21369.43;21445
75to84;2017-10;19663.44;20701.56;20180.27;21227.25;20459
75to84;2017-11;19527.83;20549.05;20036.28;21066.13;19964
75to84;2017-12;19377.41;20381.04;19877.11;20889.15;19409
75to84;2017-13;19214.49;20200.51;19705.44;20699.65;19301
75to84;2017-14;19041.6;20010.58;19524.08;20501.04;18939
75to84;2017-15;18861.35;19814.42;19335.93;20296.79;18733
75to84;2017-16;18676.45;19615.17;19143.9;20090.26;18759
75to84;2017-17;18489.63;19415.91;18950.88;19884.67;19069
75to84;2017-18;18303.62;19219.54;18759.72;19683.06;18857
75to84;2017-19;18121.09;19028.82;18573.11;19488.2;18945
75to84;2017-20;17944.64;18846.29;18393.62;19302.61;18654
75to84;2017-21;17776.72;18674.24;18223.64;19128.49;18260
75to84;2017-22;17619.68;18514.74;18065.36;18967.78;18115
75to84;2017-23;17475.62;18369.62;17920.76;18822.17;17084
75to84;2017-24;17346.48;18240.48;17791.61;18693.07;17995
75to84;2017-25;17233.95;18128.67;17679.43;18581.66;18610
75to84;2017-26;17139.49;18035.34;17585.51;18488.94;17880
75to84;2017-27;17064.29;17961.4;17510.93;18415.67;18183
75to84;2017-28;17009.31;17907.59;17456.52;18362.47;17230
75to84;2017-29;16975.24;17874.39;17422.88;18329.73;17507
75to84;2017-30;16962.5;17862.12;17410.37;18317.71;17563
75to84;2017-31;16971.24;17870.93;17419.15;18326.54;18018
75to84;2017-32;17001.4;17900.7;17449.12;18356.11;17465
75to84;2017-33;17052.59;17951.17;17499.96;18406.19;17325
75to84;2017-34;17124.22;18021.87;17571.13;18476.39;17551
75to84;2017-35;17215.39;18112.1;17661.85;18566.12;17511
75to84;2017-36;17324.98;18221;17771.11;18674.62;17267
75to84;2017-37;17451.59;18347.46;17897.66;18800.97;17795
75to84;2017-38;17593.68;18490.06;18040.01;18943.8;18027
75to84;2017-39;17749.06;18647.57;18196.47;19102.35;18567
75to84;2017-40;17915.95;18817.89;18365.07;19274.36;18602
75to84;2017-41;18091.97;18999.1;18543.68;19458.18;19054
75to84;2017-42;18274.6;19188.99;18729.94;19651.73;18779
75to84;2017-43;18461.37;19384.98;18921.3;19852.4;18536
75to84;2017-44;18649.49;19584.46;19115.07;20057.63;18653
75to84;2017-45;18836.24;19784.52;19308.44;20264.45;18975
75to84;2017-46;19018.84;19982.15;19498.51;20469.72;19521
75to84;2017-47;19194.58;20174.2;19682.35;20670.07;19887
75to84;2017-48;19360.77;20357.51;19857.06;20862.11;20285
75to84;2017-49;19514.87;20528.96;20019.77;21042.38;20822
75to84;2017-50;19654.48;20685.51;20167.8;21207.57;21742
75to84;2017-51;19777.4;20824.32;20298.61;21354.5;21931
75to84;2017-52;19881.68;20942.83;20409.96;21480.26;22486
75to84;2018-01;19965.64;21038.78;20499.87;21582.34;23204
75to84;2018-02;20027.92;21110.34;20566.75;21658.63;22876
75to84;2018-03;20067.52;21156.1;20609.42;21707.54;22824
75to84;2018-04;20083.8;21175.18;20627.08;21728.05;22437
75to84;2018-05;20076.5;21167.2;20619.45;21719.73;22279
75to84;2018-06;20045.76;21132.34;20586.66;21682.76;22599
75to84;2018-07;19992.1;21071.26;20529.32;21617.9;23076
75to84;2018-08;19916.41;20985.18;20448.47;21526.51;23274
75to84;2018-09;19819.95;20875.77;20345.58;21410.49;25226
75to84;2018-10;19704.29;20745.11;20222.47;21272.18;25576
75to84;2018-11;19571.29;20595.67;20081.3;21114.36;23683
75to84;2018-12;19423.05;20430.2;19924.5;20940.09;22314
75to84;2018-13;19261.91;20251.64;19754.71;20752.67;21831
75to84;2018-14;19090.35;20063.13;19574.72;20555.53;20944
75to84;2018-15;18910.97;19867.81;19387.42;20352.1;20256
75to84;2018-16;18726.48;19668.85;19195.74;20145.79;19430
75to84;2018-17;18539.6;19469.34;19002.58;19939.87;18376
75to84;2018-18;18353.07;19272.23;18810.78;19737.39;18364
75to84;2018-19;18169.58;19080.29;18623.08;19541.18;18107
75to84;2018-20;17991.73;18896.11;18442.08;19353.82;17676
75to84;2018-21;17822.04;18722.04;18270.19;19177.56;18119
75to84;2018-22;17662.84;18560.19;18109.66;19014.39;18248
75to84;2018-23;17516.3;18412.42;17962.5;18866.05;18060
75to84;2018-24;17384.38;18280.38;17830.5;18733.97;17148
75to84;2018-25;17268.83;18165.46;17715.25;18619.42;17428
75to84;2018-26;17171.13;18068.86;17618.09;18523.4;18119
75to84;2018-27;17092.54;17991.52;17540.11;18446.73;17984
75to84;2018-28;17034.04;17934.2;17482.19;18390.04;17491
75to84;2018-29;16996.38;17897.45;17444.98;18353.78;17711
75to84;2018-30;16980.01;17881.62;17428.88;18338.23;18922
75to84;2018-31;16985.15;17886.88;17434.07;18343.54;19551
75to84;2018-32;17011.78;17913.13;17460.52;18369.59;18862
75to84;2018-33;17059.54;17960.18;17507.93;18416.26;17691
75to84;2018-34;17127.89;18027.58;17575.82;18483.16;17575
75to84;2018-35;17215.97;18114.68;17663.42;18569.72;17294
75to84;2018-36;17322.72;18220.63;17769.78;18675.23;17714
75to84;2018-37;17446.73;18344.39;17893.69;18798.82;17658
75to84;2018-38;17586.46;18484.66;18033.7;18939.33;17851
75to84;2018-39;17740.04;18639.94;18188.13;19095.43;17834
75to84;2018-40;17905.38;18808.51;18355.09;19265.6;18110
75to84;2018-41;18080.26;18988.37;18532.46;19447.96;18728
75to84;2018-42;18262.24;19177.3;18717.91;19640.4;18086
75to84;2018-43;18448.73;19372.88;18908.92;19840.57;18410
75to84;2018-44;18637.06;19572.43;19102.83;20045.8;19084
75to84;2018-45;18824.47;19773.1;19296.84;20253.22;19326
75to84;2018-46;19008.21;19971.89;19488.06;20459.65;18882
75to84;2018-47;19185.52;20165.66;19673.55;20661.8;19615
75to84;2018-48;19353.73;20351.25;19850.4;20856.24;20101
75to84;2018-49;19510.24;20525.51;20015.73;21039.55;20242
75to84;2018-50;19652.64;20685.39;20166.81;21208.34;20140
75to84;2018-51;19778.68;20828;20301.08;21359.4;20778
75to84;2018-52;19886.37;20950.7;20416.22;21489.77;20570
75to84;2019-01;19973.97;21051.2;20510.23;21596.84;21282
75to84;2019-02;20040.09;21127.54;20581.42;21678.4;22305
75to84;2019-03;20083.63;21178.26;20628.53;21732.8;22273
75to84;2019-04;20103.9;21202.39;20650.71;21758.89;22340
75to84;2019-05;20100.58;21199.44;20647.57;21756.13;22534
75to84;2019-06;20073.74;21169.48;20619.19;21724.59;22777
75to84;2019-07;20023.84;21113.12;20566.08;21664.93;22407
75to84;2019-08;19951.7;21031.46;20489.21;21578.42;21631
75to84;2019-09;19858.52;20926.12;20389.99;21466.87;21805
75to84;2019-10;19745.84;20799.08;20270.18;21332.5;21239
75to84;2019-11;19615.45;20652.77;20131.88;21178.07;20801
75to84;2019-12;19469.44;20489.89;19977.5;21006.6;19821
75to84;2019-13;19310.11;20313.38;19809.63;20821.33;19893
75to84;2019-14;19139.91;20126.32;19631.05;20625.69;19982
75to84;2019-15;18961.45;19931.88;19444.65;20423.12;19401
75to84;2019-16;18777.42;19733.22;19253.35;20217.02;19579
75to84;2019-17;18590.53;19533.47;19060.06;20010.74;19259
75to84;2019-18;18403.56;19335.59;18867.66;19807.34;18618
75to84;2019-19;18219.16;19142.42;18678.89;19609.72;18924
75to84;2019-20;18040.01;18956.56;18496.39;19420.47;18777
75to84;2019-21;17868.6;18780.42;18322.62;19241.98;18608
75to84;2019-22;17707.34;18616.13;18159.84;19076.18;18035
75to84;2019-23;17558.38;18465.66;18010.12;18924.97;18360
75to84;2019-24;17423.76;18330.65;17875.28;18789.81;17997
75to84;2019-25;17305.23;18212.56;17756.96;18671.99;17997
75to84;2019-26;17204.35;18112.62;17656.54;18572.56;18626
75to84;2019-27;17122.4;18031.82;17575.15;18492.38;18199
75to84;2019-28;17060.39;17970.98;17513.71;18432.17;17663
75to84;2019-29;17019.17;17930.63;17472.92;18392.26;17698
75to84;2019-30;16999.19;17911.2;17453.21;18373.13;19773
75to84;2019-31;17000.73;17912.87;17454.82;18374.87;17693
75to84;2019-32;17023.78;17935.64;17477.73;18397.48;17789
75to84;2019-33;17068.07;17979.28;17521.7;18440.77;17206
75to84;2019-34;17133.07;18043.41;17586.28;18504.43;17753
75to84;2019-35;17218.01;18127.39;17670.75;18587.9;18291
75to84;2019-36;17321.81;18230.44;17774.19;18690.52;17428
75to84;2019-37;17443.18;18351.53;17895.43;18811.44;17743
75to84;2019-38;17580.54;18489.42;18033.07;18949.55;17894
75to84;2019-39;17732.1;18642.63;18185.46;19103.56;18457
75to84;2019-40;17895.85;18809.45;18350.75;19271.91;18404
75to84;2019-41;18069.5;18988;18526.85;19452.92;19023
75to84;2019-42;18250.7;19176.04;18711.46;19644.4;19110
75to84;2019-43;18436.86;19371.19;18902.1;19844.1;19007
75to84;2019-44;18625.32;19570.82;19096.12;20049.38;19330
75to84;2019-45;18813.35;19772.08;19290.73;20257.37;19409
75to84;2019-46;18998.17;19972.01;19483.06;20464.98;20222
75to84;2019-47;19177.02;20167.47;19670.17;20668.9;20241
75to84;2019-48;19347.22;20355.29;19849.12;20865.69;20259
75to84;2019-49;19506.11;20532.35;20017.04;21052;20368
75to84;2019-50;19651.28;20695.51;20171.14;21224.35;21016
75to84;2019-51;19780.44;20841.88;20308.85;21379.49;21284
75to84;2019-52;19891.54;20968.75;20427.78;21514.41;20721
75to84;2020-01;19982.8;21073.74;20525.86;21626.42;20958
75to84;2020-02;20052.75;21154.86;20601.35;21713.24;21774
75to84;2020-03;20100.25;21210.55;20652.91;21773.11;21353
75to84;2020-04;20124.54;21239.72;20679.62;21804.79;21100
75to84;2020-05;20125.22;21241.82;20681.01;21807.61;21783
75to84;2020-06;20102.3;21216.81;20657.05;21781.54;20826
75to84;2020-07;20056.17;21165.2;20608.2;21727.14;21307
75to84;2020-08;19987.61;21088.02;20535.36;21645.56;20426
75to84;2020-09;19897.74;20986.78;20439.85;21538.51;20869
75to84;2020-10;19788.06;20863.43;20323.38;21408.18;20929
75to84;2020-11;19660.32;20720.32;20188;21257.25;21452
75to84;2020-12;19516.57;20560.1;20036.07;21088.63;23887
75to84;2020-13;19359.08;20385.68;19870.17;20905.58;28248
75to84;2020-14;19190.29;20200.13;19693.05;20711.48;31146
75to84;2020-15;19012.79;20006.6;19507.59;20509.8;30358
75to84;2020-16;18829.27;19808.28;19316.7;20303.95;26867
75to84;2020-17;18642.44;19608.28;19123.33;20097.27;23735
75to84;2020-18;18455.06;19409.65;18930.35;19892.93;21599
75to84;2020-19;18269.86;19215.19;18740.54;19693.79;20345
75to84;2020-20;18089.46;19027.61;18556.56;19502.59;19195
75to84;2020-21;17916.42;18849.35;18380.91;19321.69;18786
75to84;2020-22;17753.15;18682.59;18215.89;19153.21;18036
75to84;2020-23;17601.89;18529.3;18063.61;18998.92;18173
75to84;2020-24;17464.59;18391.29;17925.94;18860.59;17885
75to84;2020-25;17343.15;18269.96;17804.55;18739.36;17629
75to84;2020-26;17239.14;18166.62;17700.85;18636.4;18165
75to84;2020-27;17153.86;18082.3;17616.04;18552.61;17624
75to84;2020-28;17088.41;18017.86;17551.08;18488.7;17607
75to84;2020-29;17043.62;17973.89;17506.69;18445.17;17986
75to84;2020-30;17020.02;17950.84;17483.37;18422.4;17974
75to84;2020-31;17017.94;17948.92;17481.36;18420.58;18676
75to84;2020-32;17037.4;17968.17;17500.72;18439.7;18500
75to84;2020-33;17078.18;18008.4;17541.23;18479.64;20130
75to84;2020-34;17139.81;18069.25;17602.48;18540.08;18208
75to84;2020-35;17221.52;18150.15;17683.81;18620.53;17928
75to84;2020-36;17322.33;18250.33;17784.31;18720.35;18042
75to84;2020-37;17440.96;18368.77;17902.86;18838.65;18614
75to84;2020-38;17575.87;18504.32;18038.1;18974.49;19055
75to84;2020-39;17725.33;18655.5;18188.43;19126.5;18866
75to84;2020-40;17887.34;18820.67;18352.02;19293.23;19474
75to84;2020-41;18059.7;18997.9;18526.82;19472.91;19563
75to84;2020-42;18240.02;19185.08;18710.56;19663.54;20245
75to84;2020-43;18425.78;19379.82;18900.79;19862.83;21690
75to84;2020-44;18614.31;19579.52;19094.88;20068.19;23261
75to84;2020-45;18802.88;19781.39;19290.07;20276.81;24324
75to84;2020-46;18988.73;19982.43;19483.47;20485.58;25027
75to84;2020-47;19169.08;20179.56;19672.16;20691.25;24908
75to84;2020-48;19341.21;20369.61;19853.19;20890.43;24953
75to84;2020-49;19502.49;20549.39;20023.66;21079.64;25438
75to84;2020-50;19650.42;20715.8;20180.77;21255.48;26090
75to84;2020-51;19782.7;20865.88;20321.88;21414.64;26210
75to84;2020-52;19897.21;20996.88;20444.58;21554.06;26164
75to84;2020-53;19992.14;21106.35;20546.73;21670.97;26844
75to84;2021-01;20065.94;21192.24;20626.53;21763.03;27283
75to84;2021-02;20117.42;21252.87;20682.55;21828.35;28093
75to84;2021-03;20145.74;21287.1;20713.8;21865.59;28756
75to84;2021-04;20150.45;21294.26;20719.72;21874.01;27001
75to84;2021-05;20131.48;21274.22;20700.22;21853.43;25381
75to84;2021-06;20089.15;21227.41;20655.67;21804.32;23965
75to84;2021-07;20024.2;21154.74;20586.88;21727.73;22992
75to84;2021-08;19937.68;21057.67;20495.13;21625.27;21656
75to84;2021-09;19831.03;20938.06;20382.04;21499.05;21022
75to84;2021-10;19705.98;20798.21;20249.64;21351.64;20832
75to84;2021-11;19564.53;20640.7;20100.22;21185.95;20853
75to84;2021-12;19408.93;20468.43;19936.33;21005.17;20796
