group;week;Low normal range;High normal range;Baseline;Substantial increase;Observed count
45to64;2019-45;8362.54;8806.61;8583.62;9031.5;8854
45to64;2019-46;8384.07;8833.01;8607.56;9060.39;8686
45to64;2019-47;8403.91;8858.27;8630.09;9088.43;8597
45to64;2019-48;8421.79;8881.94;8650.85;9115.06;8720
45to64;2019-49;8437.46;8903.59;8669.48;9139.76;9068
45to64;2019-50;8450.76;8922.74;8685.68;9161.92;8929
45to64;2019-51;8461.46;8939.06;8699.17;9181.13;9155
45to64;2019-52;8469.48;8952.15;8709.7;9196.82;8802
45to64;2020-01;8474.7;8961.73;8717.08;9208.62;9151
45to64;2020-02;8477.06;8967.54;8721.16;9216.21;9240
45to64;2020-03;8476.54;8969.45;8721.83;9219.36;9199
45to64;2020-04;8473.14;8967.34;8719.08;9217.92;8910
45to64;2020-05;8466.91;8961.22;8712.9;9211.86;9181
45to64;2020-06;8457.91;8951.16;8703.37;9201.25;9027
45to64;2020-07;8446.26;8937.31;8690.63;9186.28;8931
45to64;2020-08;8432.1;8919.9;8674.85;9167.21;8779
45to64;2020-09;8415.58;8899.23;8656.28;9144.42;8860
45to64;2020-10;8396.92;8875.68;8635.19;9118.35;8893
45to64;2020-11;8376.33;8849.65;8611.9;9089.54;9126
45to64;2020-12;8354.06;8821.61;8586.77;9058.55;9644
45to64;2020-13;8330.36;8792.06;8560.17;9026;10424
45to64;2020-14;8305.54;8761.5;8532.51;8992.51;11136
45to64;2020-15;8279.89;8730.46;8504.18;8958.71;10805
45to64;2020-16;8253.74;8699.44;8475.61;8925.21;9906
45to64;2020-17;8227.41;8668.93;8447.21;8892.56;9404
45to64;2020-18;8201.27;8639.39;8419.38;8861.28;8828
45to64;2020-19;8175.66;8611.22;8392.5;8831.82;8832
45to64;2020-20;8150.94;8584.81;8366.94;8804.54;8601
45to64;2020-21;8127.48;8560.46;8343.03;8779.74;8664
45to64;2020-22;8105.62;8538.45;8321.09;8757.66;8585
45to64;2020-23;8085.69;8518.99;8301.4;8738.44;8350
45to64;2020-24;8068.02;8502.25;8284.18;8722.19;8344
45to64;2020-25;8052.87;8488.35;8269.66;8708.94;8131
45to64;2020-26;8040.5;8477.38;8257.98;8698.69;8439
45to64;2020-27;8031.1;8469.39;8249.28;8691.43;8298
45to64;2020-28;8024.83;8464.41;8243.64;8687.12;8267
45to64;2020-29;8021.77;8462.41;8241.11;8685.66;8304
45to64;2020-30;8021.99;8463.38;8241.7;8687.01;8395
45to64;2020-31;8025.46;8467.24;8245.37;8691.07;8579
45to64;2020-32;8032.14;8473.93;8252.05;8697.77;8529
45to64;2020-33;8041.9;8483.36;8261.64;8707.02;9009
45to64;2020-34;8054.56;8495.41;8274.01;8718.75;8333
45to64;2020-35;8069.92;8509.94;8288.96;8732.85;8252
45to64;2020-36;8087.71;8526.81;8306.29;8749.25;8381
45to64;2020-37;8107.63;8545.83;8325.77;8767.8;8481
45to64;2020-38;8129.28;8566.88;8347.12;8788.53;8632
45to64;2020-39;8152.35;8589.67;8370.06;8811.17;8533
45to64;2020-40;8176.44;8613.98;8394.26;8835.58;8733
45to64;2020-41;8201.13;8639.53;8419.38;8861.57;8852
45to64;2020-42;8226.01;8666.03;8445.07;8888.89;8886
45to64;2020-43;8250.69;8693.13;8470.95;8917.23;9275
45to64;2020-44;8274.77;8720.47;8496.64;8946.22;9346
45to64;2020-45;8297.89;8747.63;8521.77;8975.45;9539
45to64;2020-46;8319.71;8774.2;8545.95;9004.44;9760
45to64;2020-47;8339.92;8799.72;8568.8;9032.69;9678
45to64;2020-48;8358.25;8823.76;8589.95;9059.64;10046
45to64;2020-49;8374.44;8845.85;8609.07;9084.76;9888
45to64;2020-50;8388.29;8865.57;8625.83;9107.5;10159
45to64;2020-51;8399.62;8882.52;8639.94;9127.33;9826
45to64;2020-52;8408.28;8896.34;8651.16;9143.78;10062
45to64;2020-53;8414.19;8906.71;8659.28;9156.45;10193
45to64;2021-01;8417.25;8913.39;8664.14;9164.99;10656
45to64;2021-02;8417.44;8916.2;8665.62;9169.15;10811
45to64;2021-03;8414.74;8915.03;8663.68;9168.77;10855
45to64;2021-04;8409.2;8909.87;8658.33;9163.8;10398
45to64;2021-05;8400.88;8900.76;8649.62;9154.29;10137
45to64;2021-06;8389.88;8887.84;8637.67;9140.39;9921
45to64;2021-07;8376.33;8871.34;8622.65;9122.37;9756
45to64;2021-08;8360.39;8851.52;8604.78;9100.57;9279
45to64;2021-09;8342.26;8828.73;8584.35;9075.39;9112
45to64;2021-10;8322.13;8803.41;8561.65;9047.42;9341
45to64;2021-11;8300.27;8775.98;8537.02;9017.13;9164
45to64;2021-12;8276.93;8746.94;8510.86;8985.17;9321
45to64;2021-13;8252.4;8716.79;8483.54;8952.14;9418.47
45to64;2021-14;8226.98;8686.04;8455.47;8918.67;9360.07
45to64;2021-15;8200.98;8655.2;8427.07;8885.36;9528.18
45to64;2021-16;8174.74;8624.76;8398.75;8852.77;9472.04
45to64;2021-17;8148.63;8595.16;8370.9;8821.39;9408.26
45to64;2021-18;8122.94;8566.87;8343.92;8791.78;9242.03
45to64;2021-19;8098.09;8540.22;8318.18;8764.21;8929.19
45to64;2021-20;8074.43;8515.55;8294.01;8739.03;8714.86
45to64;2021-21;8052.27;8493.15;8271.73;8716.51;8640.15
45to64;2021-22;8032;8473.24;8251.63;8696.79;8742.75
45to64;2021-23;8013.9;8455.99;8233.96;8679.98;8565.78
45to64;2021-24;7998.27;8441.54;8218.91;8666.14;8576
45to64;2021-25;7985.35;8430;8206.67;8655.32;8558.02
45to64;2021-26;7975.35;8421.41;8197.37;8647.46;8761.31
45to64;2021-27;7968.43;8415.82;8191.11;8642.55;8500.89
45to64;2021-28;7964.7;8413.21;8187.93;8640.53;8603.92
45to64;2021-29;7964.24;8413.53;8187.86;8641.24;8801.8
45to64;2021-30;7966.97;8416.83;8190.87;8644.83;8629.23
45to64;2021-31;7972.92;8422.94;8196.9;8651.02;8856.83
45to64;2021-32;7981.97;8431.81;8205.86;8659.78;8827.32
45to64;2021-33;7993.96;8443.32;8217.61;8671.05;8857.16
45to64;2021-34;8008.66;8457.35;8231.99;8684.73;8725.91
45to64;2021-35;8025.84;8473.75;8248.79;8700.73;9015.92
45to64;2021-36;8045.2;8492.37;8267.78;8718.96;9107.16
45to64;2021-37;8066.4;8513.01;8288.7;8739.31;8721.51
45to64;2021-38;8089.08;8535.46;8311.27;8761.64;9038.31
45to64;2021-39;8112.86;8559.49;8335.17;8785.78;8823.32
45to64;2021-40;8137.33;8584.82;8360.08;8811.54;9134.63
45to64;2021-41;8162.1;8611.16;8385.63;8838.67;9354.41
45to64;2021-42;8186.76;8638.16;8411.45;8866.87;9284.57
45to64;2021-43;8210.93;8665.48;8437.18;8895.8;9323.1
45to64;2021-44;8234.24;8692.7;8462.44;8925.02;9445.03
45to64;2021-45;8256.34;8719.42;8486.82;8954.1;9667.45
45to64;2021-46;8276.91;8745.18;8509.97;8982.52;9955.15
45to64;2021-47;8295.67;8769.55;8531.51;9009.76;10255.44
45to64;2021-48;8312.36;8792.08;8551.1;9035.27;10617.61
45to64;2021-49;8326.78;8812.32;8568.4;9058.52;10634.42
45to64;2021-50;8338.72;8829.89;8583.13;9078.97;10303.25
45to64;2021-51;8348.04;8844.41;8595.03;9096.15;10412.9
45to64;2021-52;8354.62;8855.55;8603.87;9109.64;10267.44
45to64;2022-01;8358.38;8863.07;8609.49;9119.09;9983.76
45to64;2022-02;8359.27;8866.77;8611.77;9124.23;9742.72
45to64;2022-03;8357.28;8866.53;8610.65;9124.89;9504.21
45to64;2022-04;8352.44;8862.3;8606.11;9120.98;9579.3
45to64;2022-05;8344.8;8854.13;8598.21;9112.55;9608.15
45to64;2022-06;8334.45;8842.15;8587.05;9099.72;9293.49
45to64;2022-07;8321.51;8826.53;8572.78;9082.74;9162.8
45to64;2022-08;8306.15;8807.56;8555.63;9061.91;8935.19
45to64;2022-09;8288.54;8785.57;8535.85;9037.68;8940
45to64;2022-10;8268.9;8760.95;8513.74;9010.51;8810.8
45to64;2022-11;8247.46;8734.14;8489.64;8980.95;8818.29
45to64;2022-12;8224.48;8705.62;8463.91;8949.59;8637.17
45to64;2022-13;8200.24;8675.88;8436.95;8917.03;7826.23
65to74;2017-15;10702.55;11240.15;10970.25;11512.23;10834
65to74;2017-16;10642.97;11173.98;10907.4;11442.7;10763
65to74;2017-17;10582.84;11108.21;10844.47;11374.06;10979
65to74;2017-18;10523.06;11043.85;10782.41;11307.38;11018
65to74;2017-19;10464.51;10981.82;10722.13;11243.57;10903
65to74;2017-20;10408.08;10922.97;10664.49;11183.51;10894
65to74;2017-21;10354.61;10868.09;10610.31;11127.91;10605
65to74;2017-22;10304.93;10817.85;10560.35;11077.4;10468
65to74;2017-23;10259.79;10772.85;10515.27;11032.49;10367
65to74;2017-24;10219.88;10733.61;10475.69;10993.61;10383
65to74;2017-25;10185.83;10700.56;10442.14;10961.08;10740
65to74;2017-26;10158.18;10674.05;10415.05;10935.16;10490
65to74;2017-27;10137.35;10654.35;10394.78;10916.04;10662
65to74;2017-28;10123.7;10641.66;10381.6;10903.85;10362
65to74;2017-29;10117.44;10636.11;10375.7;10898.67;10621
65to74;2017-30;10118.73;10637.74;10377.15;10900.47;10298
65to74;2017-31;10127.53;10646.59;10385.98;10909.35;10494
65to74;2017-32;10143.82;10662.53;10402.1;10925.1;10371
65to74;2017-33;10167.37;10685.42;10425.32;10947.65;10431
65to74;2017-34;10197.91;10715.03;10455.4;10976.77;10318
65to74;2017-35;10234.95;10751.15;10491.99;11012.4;10307
65to74;2017-36;10278.07;10793.34;10534.66;11054.11;10316
65to74;2017-37;10326.65;10841.22;10582.89;11101.62;10656
65to74;2017-38;10380;10894.29;10636.11;11154.53;10817
65to74;2017-39;10437.36;10951.98;10693.64;11212.37;10782
65to74;2017-40;10497.93;11013.64;10754.75;11274.58;10811
65to74;2017-41;10560.82;11078.56;10818.66;11340.52;11051
65to74;2017-42;10625.14;11145.94;10884.5;11409.45;11055
65to74;2017-43;10689.96;11214.92;10951.39;11480.53;10933
65to74;2017-44;10754.36;11284.55;11018.39;11552.81;10959
65to74;2017-45;10817.43;11353.85;11084.56;11625.29;11001
65to74;2017-46;10878.29;11421.79;11148.93;11696.83;11268
65to74;2017-47;10936.07;11487.32;11210.57;11766.32;11437
65to74;2017-48;10989.99;11549.39;11268.53;11832.54;11471
65to74;2017-49;11039.31;11606.96;11321.95;11894.32;11873
65to74;2017-50;11083.35;11659.05;11369.99;11950.53;11982
65to74;2017-51;11121.52;11704.76;11411.9;12000.09;12115
65to74;2017-52;11153.29;11743.28;11447.02;12042.05;12575
65to74;2018-01;11178.26;11773.91;11474.79;12075.58;12904
65to74;2018-02;11196.08;11796.1;11494.79;12100;12576
65to74;2018-03;11206.56;11809.45;11506.69;12114.82;12786
65to74;2018-04;11209.56;11813.74;11510.33;12119.78;12179
65to74;2018-05;11205.08;11808.9;11505.67;12114.75;12333
65to74;2018-06;11193.22;11795.05;11492.82;12099.88;12669
65to74;2018-07;11174.18;11772.47;11472.03;12075.49;12751
65to74;2018-08;11148.28;11741.62;11443.66;12042.11;13062
65to74;2018-09;11115.91;11703.09;11408.24;12000.44;13755
65to74;2018-10;11077.58;11657.64;11366.37;11951.35;13704
65to74;2018-11;11033.85;11606.12;11318.78;11895.84;12960
65to74;2018-12;10985.39;11549.49;11266.26;11835.05;12650
65to74;2018-13;10932.9;11488.76;11209.68;11770.12;12024
65to74;2018-14;10877.15;11425.04;11149.97;11702.33;11753
65to74;2018-15;10818.96;11359.39;11088.08;11632.88;11445
65to74;2018-16;10759.19;11292.9;11024.97;11562.97;11223
65to74;2018-17;10698.71;11226.64;10961.62;11493.76;10811
65to74;2018-18;10638.41;11161.63;10898.97;11426.36;10623
65to74;2018-19;10579.19;11098.8;10837.96;11361.7;10637
65to74;2018-20;10521.95;11039.04;10779.46;11300.67;10660
65to74;2018-21;10467.54;10983.14;10724.31;11244.02;10532
65to74;2018-22;10416.8;10931.8;10673.27;11192.39;10866
65to74;2018-23;10370.51;10885.64;10627.03;11146.31;10370
65to74;2018-24;10329.37;10845.19;10586.23;11106.23;10375
65to74;2018-25;10294.03;10810.9;10551.41;11072.48;10613
65to74;2018-26;10265.03;10783.14;10523.02;11045.36;10688
65to74;2018-27;10242.84;10762.2;10501.45;11025.07;10677
65to74;2018-28;10227.82;10748.27;10486.97;11011.71;10387
65to74;2018-29;10220.22;10741.52;10479.79;11005.39;10873
65to74;2018-30;10220.2;10741.99;10480.01;11006.12;10857
65to74;2018-31;10227.76;10749.73;10487.66;11013.94;11371
65to74;2018-32;10242.87;10764.62;10502.67;11028.72;11113
65to74;2018-33;10265.34;10786.55;10524.87;11050.36;10462
65to74;2018-34;10294.68;10815.51;10554.03;11079.13;10582
65to74;2018-35;10331.11;10850.61;10589.8;11113.52;10487
65to74;2018-36;10373.53;10892.13;10631.77;11154.58;10546
65to74;2018-37;10421.55;10939.45;10679.45;11201.53;10659
65to74;2018-38;10474.49;10992.09;10732.25;11253.99;10757
65to74;2018-39;10531.62;11049.48;10789.52;11311.51;10622
65to74;2018-40;10592.11;11111;10850.52;11373.53;11088
65to74;2018-41;10655.1;11175.93;10914.48;11439.43;10920
65to74;2018-42;10719.68;11243.48;10980.54;11508.48;10761
65to74;2018-43;10784.93;11312.79;11047.81;11579.86;10785
65to74;2018-44;10849.92;11382.93;11115.36;11652.62;11139
65to74;2018-45;10913.73;11452.93;11182.24;11725.76;11298
65to74;2018-46;10975.45;11521.73;11247.48;11798.17;10951
65to74;2018-47;11034.23;11588.3;11310.13;11868.71;11130
65to74;2018-48;11089.25;11651.57;11369.25;11936.18;11479
65to74;2018-49;11139.77;11710.49;11423.94;11999.4;11496
65to74;2018-50;11185.09;11764.06;11473.35;12057.17;11709
65to74;2018-51;11224.59;11811.36;11516.73;12108.46;11847
65to74;2018-52;11257.74;11851.55;11553.37;12152.26;11934
65to74;2019-01;11284.11;11883.91;11582.72;12187.68;12127
65to74;2019-02;11303.34;11907.88;11604.3;12214.07;12601
65to74;2019-03;11315.2;11923.01;11617.78;12230.87;12547
65to74;2019-04;11319.54;11929.03;11622.96;12237.75;12601
65to74;2019-05;11316.35;11925.87;11619.78;12234.59;12808
65to74;2019-06;11305.71;11913.59;11608.33;12221.49;12858
65to74;2019-07;11287.8;11892.47;11588.82;12198.73;12616
65to74;2019-08;11262.92;11862.93;11561.62;12166.8;12620
65to74;2019-09;11231.45;11825.54;11527.22;12126.4;12316
65to74;2019-10;11193.87;11781.05;11486.21;12078.37;12149
65to74;2019-11;11150.76;11730.29;11439.3;12023.7;12029
65to74;2019-12;11102.77;11674.19;11387.29;11963.46;11523
65to74;2019-13;11050.6;11613.79;11331.03;11898.87;11196
65to74;2019-14;10995;11550.18;11271.45;11831.17;11477
65to74;2019-15;10936.8;11484.43;11209.5;11761.57;11063
65to74;2019-16;10876.85;11417.65;11146.16;11691.31;11411
65to74;2019-17;10816.03;11350.91;11082.39;11621.55;11004
65to74;2019-18;10755.24;11285.24;11019.18;11553.41;10816
65to74;2019-19;10695.38;11221.62;10957.45;11487.88;10919
65to74;2019-20;10637.36;11160.93;10898.1;11425.84;10898
65to74;2019-21;10582.03;11104;10841.97;11368.11;10781
65to74;2019-22;10530.27;11051.53;10789.85;11315.3;10779
65to74;2019-23;10482.84;11004.18;10742.46;11267.99;10973
65to74;2019-24;10440.47;10962.51;10700.43;11226.7;10666
65to74;2019-25;10403.86;10926.94;10664.33;11191.67;10768
65to74;2019-26;10373.53;10897.9;10634.64;11163.3;11076
65to74;2019-27;10349.98;10875.67;10611.74;11141.76;10885
65to74;2019-28;10333.6;10860.5;10595.95;11127.2;10477
65to74;2019-29;10324.64;10852.52;10587.48;11119.73;10482
65to74;2019-30;10323.29;10851.83;10586.46;11119.38;11440
65to74;2019-31;10329.6;10858.43;10592.91;11126.13;10707
65to74;2019-32;10343.51;10872.27;10606.79;11139.92;10468
65to74;2019-33;10364.88;10893.22;10627.95;11160.66;10477
65to74;2019-34;10393.42;10921.09;10656.17;11188.18;10473
65to74;2019-35;10428.76;10955.62;10691.11;11222.28;10895
65to74;2019-36;10470.42;10996.48;10732.38;11262.71;10371
65to74;2019-37;10517.82;11043.27;10779.48;11309.18;10666
65to74;2019-38;10570.34;11095.46;10831.84;11361.18;10737
65to74;2019-39;10627.19;11152.57;10888.82;11418.4;10943
65to74;2019-40;10687.57;11213.94;10949.7;11480.27;10976
65to74;2019-41;10750.62;11278.88;11013.7;11546.16;11069
65to74;2019-42;10815.44;11346.6;11079.96;11615.35;11143
65to74;2019-43;10881.1;11416.25;11147.6;11687.02;11280
65to74;2019-44;10946.64;11486.92;11215.69;11760.29;11166
65to74;2019-45;11011.17;11557.59;11283.27;11834.08;11344
65to74;2019-46;11073.76;11627.25;11349.38;11907.35;11366
65to74;2019-47;11133.53;11694.84;11413.04;11978.93;11531
65to74;2019-48;11189.67;11759.29;11473.3;12047.62;11468
65to74;2019-49;11241.39;11819.55;11529.26;12112.23;11982
65to74;2019-50;11288;11874.59;11580.06;12171.59;12126
65to74;2019-51;11328.85;11923.48;11624.9;12224.58;12260
65to74;2019-52;11363.4;11965.35;11663.08;12270.19;11771
65to74;2020-01;11391.19;11999.46;11694.01;12307.53;12241
65to74;2020-02;11411.84;12025.2;11717.19;12335.87;12434
65to74;2020-03;11425.11;12042.11;11732.26;12354.64;12207
65to74;2020-04;11430.83;12049.89;11739;12363.47;12376
65to74;2020-05;11428.96;12048.42;11737.33;12362.21;12420
65to74;2020-06;11419.55;12037.75;11727.29;12350.91;12101
65to74;2020-07;11402.79;12018.12;11709.11;12329.81;12021
65to74;2020-08;11378.94;11989.93;11683.1;12299.4;11762
65to74;2020-09;11348.39;11953.72;11649.74;12260.29;11798
65to74;2020-10;11311.55;11910.27;11609.62;12213.47;11922
65to74;2020-11;11269.17;11860.2;11563.43;12159.47;12427
65to74;2020-12;11221.61;11804.73;11511.94;12099.96;13615
65to74;2020-13;11169.76;11744.7;11456.03;12035.76;15361
65to74;2020-14;11114.33;11681.23;11396.6;11968.18;16388
65to74;2020-15;11056.14;11615.41;11334.62;11898.47;15685
65to74;2020-16;10996.03;11548.35;11271.07;11827.88;14085
65to74;2020-17;10934.9;11481.15;11206.91;11757.58;13031
65to74;2020-18;10873.63;11414.84;11143.14;11688.71;12075
65to74;2020-19;10813.16;11350.41;11080.7;11622.27;11690
65to74;2020-20;10754.37;11288.79;11020.5;11559.21;11237
65to74;2020-21;10698.16;11230.8;10963.4;11500.33;11021
65to74;2020-22;10645.39;11177.19;10910.21;11446.31;10888
65to74;2020-23;10596.85;11128.62;10861.65;11397.75;10848
65to74;2020-24;10553.29;11085.67;10818.39;11355.11;10601
65to74;2020-25;10515.39;11048.82;10781.01;11318.82;10663
65to74;2020-26;10483.75;11018.47;10750;11289.13;11250
65to74;2020-27;10458.86;10994.93;10725.78;11266.3;10789
65to74;2020-28;10441.09;10978.47;10708.66;11250.52;10418
65to74;2020-29;10430.78;10969.25;10698.89;11241.85;10661
65to74;2020-30;10428.1;10967.36;10696.59;11240.37;10790
65to74;2020-31;10433.12;10972.82;10701.84;11246.05;10960
65to74;2020-32;10445.82;10985.59;10714.58;11258.86;11031
65to74;2020-33;10466.05;11005.57;10734.68;11278.7;11704
65to74;2020-34;10493.56;11032.55;10761.93;11305.41;10925
65to74;2020-35;10527.98;11066.3;10796.02;11338.79;10768
65to74;2020-36;10568.86;11106.48;10836.56;11378.6;10934
65to74;2020-37;10615.63;11152.7;10883.06;11424.53;11200
65to74;2020-38;10667.65;11204.5;10934.98;11476.2;11206
65to74;2020-39;10724.18;11261.33;10991.66;11533.16;11482
65to74;2020-40;10784.41;11322.57;11052.4;11594.9;11706
65to74;2020-41;10847.49;11387.52;11116.41;11660.8;11676
65to74;2020-42;10912.51;11455.42;11182.87;11730.15;11978
65to74;2020-43;10978.54;11525.41;11250.87;11802.15;12718
65to74;2020-44;11044.64;11596.57;11319.49;11875.89;13334
65to74;2020-45;11109.87;11667.93;11387.76;11950.36;13608
65to74;2020-46;11173.32;11738.44;11454.72;12024.47;13917
65to74;2020-47;11234.08;11807.05;11519.38;12097.08;13859
65to74;2020-48;11291.33;11872.68;11580.79;12166.98;14109
65to74;2020-49;11344.27;11934.26;11638.02;12232.98;14468
65to74;2020-50;11392.18;11990.77;11690.2;12293.88;14239
65to74;2020-51;11434.41;12041.24;11736.52;12348.56;14378
65to74;2020-52;11470.37;12084.79;11776.24;12395.98;14450
65to74;2020-53;11499.6;12120.64;11808.76;12435.22;14499
65to74;2021-01;11521.7;12148.16;11833.55;12465.51;14627
65to74;2021-02;11536.4;12166.86;11850.24;12486.26;15320
65to74;2021-03;11543.52;12176.42;11858.56;12497.07;15447
65to74;2021-04;11542.98;12176.67;11858.41;12497.72;15011
65to74;2021-05;11534.84;12167.64;11849.83;12488.24;14333
65to74;2021-06;11519.24;12149.54;11832.99;12468.85;13688
65to74;2021-07;11496.45;12122.72;11808.2;12439.98;13572
65to74;2021-08;11466.84;12087.74;11775.92;12402.26;12709
65to74;2021-09;11430.85;12045.27;11736.72;12356.47;12655
65to74;2021-10;11389.04;11996.12;11691.27;12303.58;12945
65to74;2021-11;11342.02;11941.23;11640.34;12244.66;12892
65to74;2021-12;11290.52;11881.59;11584.8;12180.88;12966
65to74;2021-13;11235.27;11818.29;11525.55;12113.47;12941
65to74;2021-14;11177.1;11752.43;11463.56;12043.68;13131
65to74;2021-15;11116.85;11685.11;11399.8;11972.77;12903.59
65to74;2021-16;11055.42;11617.46;11335.28;11901.94;12946.98
65to74;2021-17;10993.71;11550.51;11270.96;11832.33;12591.27
65to74;2021-18;10932.64;11485.28;11207.82;11764.99;12806.06
65to74;2021-19;10873.11;11422.71;11146.78;11700.88;12058.72
65to74;2021-20;10816.04;11363.65;11088.72;11640.82;11956.76
65to74;2021-21;10762.27;11308.88;11034.45;11585.55;11360.75
65to74;2021-22;10712.64;11259.07;10984.72;11535.66;11536.46
65to74;2021-23;10667.9;11214.82;10940.22;11491.68;11500.43
65to74;2021-24;10628.75;11176.64;10901.55;11454.01;11496.5
65to74;2021-25;10595.79;11144.95;10869.22;11422.98;11150.45
65to74;2021-26;10569.55;11120.08;10843.65;11398.82;11328.88
65to74;2021-27;10550.43;11102.31;10825.2;11381.75;11324.5
65to74;2021-28;10538.76;11091.81;10814.1;11371.85;11521.01
65to74;2021-29;10534.73;11088.69;10810.53;11369.2;11673.5
65to74;2021-30;10538.46;11092.99;10814.54;11373.8;11523.5
65to74;2021-31;10549.93;11104.67;10826.12;11385.58;11575.41
65to74;2021-32;10568.99;11123.67;10845.15;11404.54;11797.84
65to74;2021-33;10595.43;11149.76;10871.42;11430.44;11689.42
65to74;2021-34;10628.91;11182.72;10904.64;11463.12;11687.17
65to74;2021-35;10668.96;11222.23;10944.43;11502.33;11902.98
65to74;2021-36;10715.06;11267.9;10990.32;11547.78;12271.39
65to74;2021-37;10766.55;11319.28;11041.76;11599.09;11792.44
65to74;2021-38;10822.72;11375.84;11098.13;11655.82;11721.39
65to74;2021-39;10882.72;11436.99;11158.71;11717.55;12022.28
65to74;2021-40;10945.81;11501.95;11222.73;11783.44;12041.24
65to74;2021-41;11011;11570.03;11289.36;11852.98;12460.82
65to74;2021-42;11077.41;11640.33;11357.71;11925.26;12405.17
65to74;2021-43;11144.04;11712;11426.84;11999.5;12840.7
65to74;2021-44;11209.94;11784.05;11495.8;12074.68;12918.56
65to74;2021-45;11274.25;11855.39;11563.6;12149.59;13248.52
65to74;2021-46;11336.01;11925.01;11629.26;12223.22;13501.42
65to74;2021-47;11394.37;11991.81;11691.82;12294.32;14244.81
65to74;2021-48;11448.54;12054.71;11750.32;12361.68;14862.74
65to74;2021-49;11497.76;12112.68;11803.89;12424.12;14613.47
65to74;2021-50;11541.37;12164.72;11851.68;12480.47;14303.46
65to74;2021-51;11578.78;12209.94;11892.96;12529.69;14411.63
65to74;2021-52;11609.47;12247.54;11927.08;12570.82;14217.28
65to74;2022-01;11633.04;12276.86;11953.51;12603.07;13676.13
65to74;2022-02;11649.2;12297.36;11971.82;12625.81;13612.7
65to74;2022-03;11657.73;12308.71;11981.75;12638.59;13207.81
65to74;2022-04;11658.57;12310.7;11983.15;12641.17;13657.55
65to74;2022-05;11651.71;12303.34;11976.05;12633.56;13625.87
65to74;2022-06;11637.31;12286.79;11960.58;12615.91;13070.5
65to74;2022-07;11615.6;12261.39;11937.04;12588.63;13120.08
65to74;2022-08;11586.95;12227.66;11905.87;12552.3;12530.81
65to74;2022-09;11551.78;12186.25;11867.6;12507.71;12494.96
65to74;2022-10;11510.64;12137.98;11822.92;12455.78;12603.23
65to74;2022-11;11464.16;12083.74;11772.59;12397.58;12501.6
65to74;2022-12;11413.01;12024.54;11717.45;12334.27;12042.81
65to74;2022-13;11357.97;11961.44;11658.41;12267.06;10886.24
75to84;2017-15;19503.97;20447.45;19973.86;20924.73;19322
75to84;2017-16;19310.56;20240.52;19773.72;20710.94;19371
75to84;2017-17;19115.51;20033.68;19572.8;20498.12;19720
75to84;2017-18;18921.77;19829.88;19374.05;20289.23;19364
75to84;2017-19;18731.83;19632.26;19180.28;20087.73;19593
75to84;2017-20;18548.69;19443.14;18994.16;19895.61;19212
75to84;2017-21;18374.77;19265.05;18818.15;19715.43;18856
75to84;2017-22;18212.46;19100.13;18654.54;19549.23;18707
75to84;2017-23;18063.94;18950.29;18505.34;19398.74;17665
75to84;2017-24;17931.17;18817.18;18372.39;19265.5;18615
75to84;2017-25;17815.86;18702.22;18257.25;19150.76;19206
75to84;2017-26;17719.48;18606.6;18161.24;19055.54;18507
75to84;2017-27;17643.24;18531.27;18085.44;18980.7;18767
75to84;2017-28;17588.09;18476.95;18030.69;18926.83;17786
75to84;2017-29;17554.69;18444.17;17997.6;18894.38;18109
75to84;2017-30;17543.46;18433.22;17986.51;18883.57;18124
75to84;2017-31;17554.53;18444.23;17997.55;18894.55;18611
75to84;2017-32;17587.79;18477.06;18030.59;18927.15;18068
75to84;2017-33;17642.83;18531.39;18085.29;18981.1;17918
75to84;2017-34;17719.01;18606.71;18161.05;19055.95;18114
75to84;2017-35;17815.39;18702.27;18257.04;19151.07;18117
75to84;2017-36;17930.78;18817.12;18372.17;19265.61;17822
75to84;2017-37;18063.72;18950.07;18505.13;19398.52;18342
75to84;2017-38;18212.52;19099.72;18654.36;19548.57;18591
75to84;2017-39;18375.23;19264.41;18818.07;19714.22;19166
75to84;2017-40;18549.64;19442.29;18994.21;19893.83;19201
75to84;2017-41;18733.41;19631.2;19180.55;20085.32;19692
75to84;2017-42;18923.97;19828.8;19374.62;20286.47;19376
75to84;2017-43;19118.65;20032.46;19573.78;20494.68;19191
75to84;2017-44;19314.66;20239.39;19775.22;20707.13;19270
75to84;2017-45;19509.1;20446.62;19976.03;20920.84;19580
75to84;2017-46;19699.12;20650.98;20173.18;21132.5;20181
75to84;2017-47;19881.85;20849.28;20363.65;21338.7;20481
75to84;2017-48;20054.5;21038.24;20544.41;21535.96;20917
75to84;2017-49;20214.42;21214.65;20712.52;21720.78;21516
75to84;2017-50;20359.08;21375.42;20865.19;21889.75;22447
75to84;2017-51;20486.19;21517.63;20999.8;22039.65;22688
75to84;2017-52;20593.72;21638.67;21114.04;22167.58;23211
75to84;2018-01;20679.9;21736.25;21205.88;22270.96;23980
75to84;2018-02;20743.34;21808.49;21273.69;22347.7;23701
75to84;2018-03;20782.99;21854;21316.25;22396.19;23641
75to84;2018-04;20798.19;21871.88;21332.78;22415.44;23181
75to84;2018-05;20788.71;21861.78;21322.99;22405.03;23048
75to84;2018-06;20754.7;21823.9;21287.06;22365.17;23311
75to84;2018-07;20696.75;21758.96;21225.64;22296.67;23865
