group;week;zscore
65P;2022-26;8.06
65P;2022-27;9.95
65P;2022-28;15.2
65P;2022-29;21.93
65P;2022-30;16.11
65P;2022-31;13.75
65P;2022-32;14.41
65P;2022-33;10.89
65P;2022-34;6.87
65P;2022-35;3.66
65P;2022-36;4.09
65P;2022-37;2.81
65P;2022-38;5.34
65P;2022-39;9.77
65P;2022-40;11.19
65P;2022-41;11.52
65P;2022-42;6.84
65P;2022-43;-3.81
85P;2016-45;2.25
85P;2016-46;3.21
85P;2016-47;1.66
85P;2016-48;0.72
85P;2016-49;3.34
85P;2016-50;4.77
85P;2016-51;8.13
85P;2016-52;14.95
85P;2017-01;23.17
85P;2017-02;26.46
85P;2017-03;22.18
85P;2017-04;22
85P;2017-05;21.38
85P;2017-06;15.64
85P;2017-07;13.21
85P;2017-08;9.92
85P;2017-09;6.35
85P;2017-10;2.39
85P;2017-11;-0.58
85P;2017-12;-2.45
85P;2017-13;-1.9
85P;2017-14;-3.13
85P;2017-15;-2.58
85P;2017-16;-3.17
85P;2017-17;1.19
85P;2017-18;1.1
85P;2017-19;0.5
85P;2017-20;1.09
85P;2017-21;0.97
85P;2017-22;-0.27
85P;2017-23;-2.19
85P;2017-24;1.59
85P;2017-25;4.56
85P;2017-26;0.25
85P;2017-27;2.44
85P;2017-28;-0.14
85P;2017-29;1.53
85P;2017-30;0.6
85P;2017-31;3.9
85P;2017-32;2.9
85P;2017-33;1.7
85P;2017-34;1.94
85P;2017-35;0.02
85P;2017-36;-2.94
85P;2017-37;-1.43
85P;2017-38;0.49
85P;2017-39;1.7
85P;2017-40;1.54
85P;2017-41;2.45
85P;2017-42;-0.3
85P;2017-43;-1.55
85P;2017-44;-1.87
85P;2017-45;-0.88
85P;2017-46;0.65
85P;2017-47;0.89
85P;2017-48;-0.01
85P;2017-49;3.53
85P;2017-50;5.46
85P;2017-51;6.71
85P;2017-52;10.29
85P;2018-01;16.17
85P;2018-02;13.6
85P;2018-03;12.34
85P;2018-04;9.93
85P;2018-05;8.39
85P;2018-06;8.69
85P;2018-07;12.53
85P;2018-08;15.27
85P;2018-09;21.06
85P;2018-10;23.28
85P;2018-11;16.66
85P;2018-12;12.67
85P;2018-13;9.81
85P;2018-14;6.9
85P;2018-15;4.52
85P;2018-16;1.13
85P;2018-17;-2.2
85P;2018-18;-3.12
85P;2018-19;-1.7
85P;2018-20;-2.98
85P;2018-21;-0.96
85P;2018-22;0.03
85P;2018-23;-2.23
85P;2018-24;-2.84
85P;2018-25;-0.63
85P;2018-26;2.35
85P;2018-27;3.77
85P;2018-28;0.6
85P;2018-29;3.5
85P;2018-30;6.86
85P;2018-31;11.22
85P;2018-32;7.51
85P;2018-33;1.39
85P;2018-34;0.99
85P;2018-35;-1.53
85P;2018-36;-0.85
85P;2018-37;-2.1
85P;2018-38;-0.04
85P;2018-39;-2.59
85P;2018-40;0.27
85P;2018-41;1.5
85P;2018-42;-2.55
85P;2018-43;-3
85P;2018-44;-1.09
85P;2018-45;-0.52
85P;2018-46;-3.07
85P;2018-47;-2.56
85P;2018-48;-2.27
85P;2018-49;-1.49
85P;2018-50;-2.52
85P;2018-51;0.68
85P;2018-52;0.01
85P;2019-01;4.62
85P;2019-02;7.86
85P;2019-03;7.95
85P;2019-04;8.4
85P;2019-05;8.73
85P;2019-06;9.04
85P;2019-07;6.61
85P;2019-08;7.21
85P;2019-09;6.76
85P;2019-10;3.93
85P;2019-11;2.71
85P;2019-12;0.08
85P;2019-13;-1.37
85P;2019-14;0.84
85P;2019-15;-0.87
85P;2019-16;1.06
85P;2019-17;1.69
85P;2019-18;-0.03
85P;2019-19;0
85P;2019-20;1
85P;2019-21;1.15
85P;2019-22;1.28
85P;2019-23;1.13
85P;2019-24;0.99
85P;2019-25;1.07
85P;2019-26;5.25
85P;2019-27;2.88
85P;2019-28;2.14
85P;2019-29;1.64
85P;2019-30;10.35
85P;2019-31;1.91
85P;2019-32;1.54
85P;2019-33;-0.26
85P;2019-34;1.03
85P;2019-35;3.38
85P;2019-36;-2.18
85P;2019-37;-1.01
85P;2019-38;-0.29
85P;2019-39;0.88
85P;2019-40;-0.06
85P;2019-41;1.99
85P;2019-42;1.47
85P;2019-43;0.68
85P;2019-44;0.89
85P;2019-45;0.75
85P;2019-46;1.76
85P;2019-47;3.14
85P;2019-48;1.85
85P;2019-49;1.31
85P;2019-50;2.19
85P;2019-51;3.66
85P;2019-52;1.03
85P;2020-01;4.38
85P;2020-02;6.84
85P;2020-03;4.8
85P;2020-04;2.91
85P;2020-05;4.89
85P;2020-06;2.27
85P;2020-07;2.28
85P;2020-08;-0.84
85P;2020-09;1.11
85P;2020-10;2.24
85P;2020-11;4.29
85P;2020-12;12.13
85P;2020-13;26.48
85P;2020-14;44.24
85P;2020-15;45.04
85P;2020-16;35.08
85P;2020-17;23.79
85P;2020-18;13.88
85P;2020-19;9.18
85P;2020-20;2.72
85P;2020-21;3.88
85P;2020-22;0.11
85P;2020-23;0.17
85P;2020-24;-1.64
85P;2020-25;-1.26
85P;2020-26;3.41
85P;2020-27;0.45
85P;2020-28;0.27
85P;2020-29;1.37
85P;2020-30;2.81
85P;2020-31;6.62
85P;2020-32;5.66
85P;2020-33;11.82
85P;2020-34;4.77
85P;2020-35;1.35
85P;2020-36;1.36
85P;2020-37;2.97
85P;2020-38;5.15
85P;2020-39;1
85P;2020-40;3.86
85P;2020-41;3.47
85P;2020-42;4.8
85P;2020-43;11.89
85P;2020-44;14.85
85P;2020-45;18.45
85P;2020-46;19.64
85P;2020-47;18.13
85P;2020-48;17.68
85P;2020-49;18.73
85P;2020-50;20.15
85P;2020-51;19.45
85P;2020-52;18.99
85P;2020-53;19.84
85P;2021-01;22.81
85P;2021-02;25.23
85P;2021-03;27
85P;2021-04;22.1
85P;2021-05;14.26
85P;2021-06;8.89
85P;2021-07;6.29
85P;2021-08;0.24
85P;2021-09;-3.51
85P;2021-10;-2.1
85P;2021-11;-2.53
85P;2021-12;-2.07
85P;2021-13;-1.51
85P;2021-14;-1.05
85P;2021-15;-0.32
85P;2021-16;0.24
85P;2021-17;0.1
85P;2021-18;0.98
85P;2021-19;-1.18
85P;2021-20;-2.84
85P;2021-21;-1.91
85P;2021-22;0.23
85P;2021-23;-1.22
85P;2021-24;2.93
85P;2021-25;0.07
85P;2021-26;1.81
85P;2021-27;2.4
85P;2021-28;3.74
85P;2021-29;6.99
85P;2021-30;5.35
85P;2021-31;7.29
85P;2021-32;9.45
85P;2021-33;7.33
85P;2021-34;4.64
85P;2021-35;4.39
85P;2021-36;8.8
85P;2021-37;4.19
85P;2021-38;2.25
85P;2021-39;3.12
85P;2021-40;2.85
85P;2021-41;4.75
85P;2021-42;6.85
85P;2021-43;8.13
85P;2021-44;7.35
85P;2021-45;9.48
85P;2021-46;9.56
85P;2021-47;10.49
85P;2021-48;14.08
85P;2021-49;13.79
85P;2021-50;10.18
85P;2021-51;9.81
85P;2021-52;9.52
85P;2022-01;7.76
85P;2022-02;6.98
85P;2022-03;7.57
85P;2022-04;9.55
85P;2022-05;10.67
85P;2022-06;7.71
85P;2022-07;7.56
85P;2022-08;3.5
85P;2022-09;4.09
85P;2022-10;5.12
85P;2022-11;5.81
85P;2022-12;7.33
85P;2022-13;8.11
85P;2022-14;10.15
85P;2022-15;9.38
85P;2022-16;6.55
85P;2022-17;5.76
85P;2022-18;4.26
85P;2022-19;4.69
85P;2022-20;4.45
85P;2022-21;0.59
85P;2022-22;3.19
85P;2022-23;3.53
85P;2022-24;8.08
85P;2022-25;6.73
85P;2022-26;7.4
85P;2022-27;9.74
85P;2022-28;14.99
85P;2022-29;21.71
85P;2022-30;16.22
85P;2022-31;14.32
85P;2022-32;14.24
85P;2022-33;10.94
85P;2022-34;7.21
85P;2022-35;3.73
85P;2022-36;2.99
85P;2022-37;2.4
85P;2022-38;4.36
85P;2022-39;8.86
85P;2022-40;9.93
85P;2022-41;10.33
85P;2022-42;6.89
85P;2022-43;-2.39
